x,Train,Test
-7.217217445373535156e+00,-5.027477358266952800e+16,-4.833489129836358875e+07
-7.197197437286376953e+00,-4.819349770118912800e+16,-4.740282365928792953e+07
-7.177177429199218750e+00,-4.619281901796908000e+16,-4.648617444561460614e+07
-7.157157421112060547e+00,-4.426983283419598400e+16,-4.558473093679061532e+07
-7.137137413024902344e+00,-4.242173130053709600e+16,-4.469828276208056509e+07
-7.117117404937744141e+00,-4.064580045037169600e+16,-4.382662188108191639e+07
-7.097097396850585938e+00,-3.893941731582790400e+16,-4.296954256434790045e+07
-7.077077388763427734e+00,-3.730004712453998400e+16,-4.212684137411842495e+07
-7.057057380676269531e+00,-3.572524057508775600e+16,-4.129831714515762031e+07
-7.037037372589111328e+00,-3.421263118912679200e+16,-4.048377096569865197e+07
-7.017017364501953125e+00,-3.275993273826130400e+16,-3.968300615849502385e+07
-6.996996879577636719e+00,-3.136490418781296400e+16,-3.889580967323103547e+07
-6.976976871490478516e+00,-3.002547879002096800e+16,-3.812202673953596503e+07
-6.956956863403320312e+00,-2.873956244382086000e+16,-3.736144836108339578e+07
-6.936936855316162109e+00,-2.750516562014922000e+16,-3.661388661139454693e+07
-6.916916847229003906e+00,-2.632036723023231600e+16,-3.587915570535593480e+07
-6.896896839141845703e+00,-2.518331246243380000e+16,-3.515707198090410233e+07
-6.876876831054687500e+00,-2.409221068140035200e+16,-3.444745388081489503e+07
-6.856856822967529297e+00,-2.304533338788668400e+16,-3.375012193459691107e+07
-6.836836814880371094e+00,-2.204101223767906800e+16,-3.306489874048900977e+07
-6.816816806793212891e+00,-2.107763711807285200e+16,-3.239160894756123424e+07
-6.796796798706054688e+00,-2.015365428039590000e+16,-3.173007923791925609e+07
-6.776776790618896484e+00,-1.926756452710443600e+16,-3.108013830901177973e+07
-6.756756782531738281e+00,-1.841792145201294400e+16,-3.044161685604060814e+07
-6.736736774444580078e+00,-1.760332973225322200e+16,-2.981434755447332188e+07
-6.716716766357421875e+00,-1.682244347059064000e+16,-2.919816504265787452e+07
-6.696696758270263672e+00,-1.607396458675851400e+16,-2.859290590453922004e+07
-6.676676750183105469e+00,-1.535664125650281000e+16,-2.799840865247731283e+07
-6.656656742095947266e+00,-1.466926639706075800e+16,-2.741451371016650647e+07
-6.636636734008789062e+00,-1.401067619782712000e+16,-2.684106339565574005e+07
-6.616616725921630859e+00,-1.337974869499205800e+16,-2.627790190446947888e+07
-6.596596717834472656e+00,-1.277540238896325200e+16,-2.572487529282901436e+07
-6.576576709747314453e+00,-1.219659490341374600e+16,-2.518183146097361669e+07
-6.556556701660156250e+00,-1.164232168482500800e+16,-2.464862013658173010e+07
-6.536536693572998047e+00,-1.111161474142181000e+16,-2.412509285829134658e+07
-6.516516685485839844e+00,-1.060354142042251400e+16,-2.361110295931971818e+07
-6.496496677398681641e+00,-1.011720322255451600e+16,-2.310650555118180811e+07
-6.476476669311523438e+00,-9.651734652810218000e+15,-2.261115750750734657e+07
-6.456456661224365234e+00,-9.206302106443966000e+15,-2.212491744795613736e+07
-6.436436653137207031e+00,-8.780102789235137000e+15,-2.164764572223129123e+07
-6.416416645050048828e+00,-8.372363671066314000e+15,-2.117920439419018105e+07
-6.396396636962890625e+00,-7.982340471889263000e+15,-2.071945722605265677e+07
-6.376376628875732422e+00,-7.609316679174233000e+15,-2.026826966270641237e+07
-6.356356620788574219e+00,-7.252602595960773000e+15,-1.982550881610908732e+07
-6.336336612701416016e+00,-6.911534418650092000e+15,-1.939104344978678972e+07
-6.316316604614257812e+00,-6.585473343700688000e+15,-1.896474396342886984e+07
-6.296296596527099609e+00,-6.273804702409919000e+15,-1.854648237757846341e+07
-6.276276588439941406e+00,-5.975937122984802000e+15,-1.813613231841865554e+07
-6.256256580352783203e+00,-5.691301719125535000e+15,-1.773356900265395269e+07
-6.236236572265625000e+00,-5.419351304364813000e+15,-1.733866922248661518e+07
-6.216216564178466797e+00,-5.159559631425342000e+15,-1.695131133068776876e+07
-6.196196556091308594e+00,-4.911420655876787000e+15,-1.657137522576283850e+07
-6.176176548004150391e+00,-4.674447823391722000e+15,-1.619874233721108176e+07
-6.156156539916992188e+00,-4.448173379918227500e+15,-1.583329561087886430e+07
-6.136136054992675781e+00,-4.232142677388878500e+15,-1.547491104189070314e+07
-6.116116046905517578e+00,-4.025933863412410000e+15,-1.512349163459667005e+07
-6.096096038818359375e+00,-3.829126399883710500e+15,-1.477891617741304450e+07
-6.076076030731201172e+00,-3.641321271381004500e+15,-1.444107353700729087e+07
-6.056056022644042969e+00,-3.462135134681476000e+15,-1.410985402455634810e+07
-6.036036014556884766e+00,-3.291199753060978500e+15,-1.378514938165632449e+07
-6.016016006469726562e+00,-3.128161449204190500e+15,-1.346685276632385887e+07
-5.995995998382568359e+00,-2.972680576172814000e+15,-1.315485873908891343e+07
-5.975975990295410156e+00,-2.824431005893924500e+15,-1.284906324917860143e+07
-5.955955982208251953e+00,-2.683099634645024000e+15,-1.254936362079186924e+07
-5.935935974121093750e+00,-2.548385905026116500e+15,-1.225565853946461715e+07
-5.915915966033935547e+00,-2.420001343922866500e+15,-1.196784803852503560e+07
-5.895895957946777344e+00,-2.297669115978139500e+15,-1.168583348563886434e+07
-5.875875949859619141e+00,-2.181123592102216250e+15,-1.140951756944419816e+07
-5.855855941772460938e+00,-2.070109932564665500e+15,-1.113880428627562337e+07
-5.835835933685302734e+00,-1.964383684223227000e+15,-1.087359892697736993e+07
-5.815815925598144531e+00,-1.863710391457129000e+15,-1.061380806380510703e+07
-5.795795917510986328e+00,-1.767865220384097500e+15,-1.035933953741621599e+07
-5.775775909423828125e+00,-1.676632595951767250e+15,-1.011010244394811243e+07
-5.755755901336669922e+00,-1.589805851505527000e+15,-9.866007122184410691e+06
-5.735735893249511719e+00,-1.507186890445694250e+15,-9.626965140808556229e+06
-5.715715885162353516e+00,-1.428585859597714000e+15,-9.392889285744726658e+06
-5.695695877075195312e+00,-1.353820833929447250e+15,-9.163693547585578635e+06
-5.675675868988037109e+00,-1.282717512259843000e+15,-8.939293109106656164e+06
-5.655655860900878906e+00,-1.215108923613211000e+15,-8.719604332867087796e+06
-5.635635852813720703e+00,-1.150835143883002000e+15,-8.504544748896310106e+06
-5.615615844726562500e+00,-1.089743022478477750e+15,-8.294033042466502637e+06
-5.595595836639404297e+00,-1.031685918636852000e+15,-8.087989041950439103e+06
-5.575575828552246094e+00,-9.765234470925075000e+14,-7.886333706764476374e+06
-5.555555820465087891e+00,-9.241212328036265000e+14,-7.688989115396331064e+06
-5.535535812377929688e+00,-8.743506744451738750e+14,-7.495878453517419286e+06
-5.515515804290771484e+00,-8.270887163854553750e+14,-7.306926002179386094e+06
-5.495495796203613281e+00,-7.822176288716530000e+14,-7.122057126094583422e+06
-5.475475788116455078e+00,-7.396247961576210000e+14,-6.941198262000165880e+06
-5.455455780029296875e+00,-6.992025123149825000e+14,-6.764276907105512917e+06
-5.435435771942138672e+00,-6.608477844760662500e+14,-6.591221607622693293e+06
-5.415415763854980469e+00,-6.244621432645782500e+14,-6.421961947379645891e+06
-5.395395755767822266e+00,-5.899514601770366250e+14,-6.256428536515803076e+06
-5.375375747680664062e+00,-5.572257716849697500e+14,-6.094553000259855762e+06
-5.355355739593505859e+00,-5.261991098346554375e+14,-5.936267967789332382e+06
-5.335335731506347656e+00,-4.967893391277918125e+14,-5.781507061171735637e+06
-5.315315723419189453e+00,-4.689179994729279375e+14,-5.630204884386916645e+06
-5.295295238494873047e+00,-4.425095428754307500e+14,-5.482293529474227689e+06
-5.275275230407714844e+00,-4.174936687650763750e+14,-5.337716576126881875e+06
-5.255255222320556641e+00,-3.938014126199483125e+14,-5.196407945984186605e+06
-5.235235214233398438e+00,-3.713675599681821875e+14,-5.058306062535638921e+06
-5.215215206146240234e+00,-3.501298706338712500e+14,-4.923350277502822690e+06
-5.195195198059082031e+00,-3.300289540392700000e+14,-4.791480860342945904e+06
-5.175175189971923828e+00,-3.110081492731240625e+14,-4.662638987831524573e+06
-5.155155181884765625e+00,-2.930134097607154375e+14,-4.536766733723925427e+06
-5.135135173797607422e+00,-2.759931923762581562e+14,-4.413807058495458215e+06
-5.115115165710449219e+00,-2.598983508432085312e+14,-4.293703799159718677e+06
-5.095095157623291016e+00,-2.446820332728344375e+14,-4.176401659164888784e+06
-5.075075149536132812e+00,-2.302995836960463125e+14,-4.061846198367703706e+06
-5.055055141448974609e+00,-2.167084474480208125e+14,-3.949983823084757663e+06
-5.035035133361816406e+00,-2.038680802695535625e+14,-3.840761776220890693e+06
-5.015015125274658203e+00,-1.917398609933592188e+14,-3.734128127474321984e+06
-4.994995117187500000e+00,-1.802870076877050625e+14,-3.630031763618250377e+06
-4.974975109100341797e+00,-1.694744971338120938e+14,-3.528422378858625889e+06
-4.954955101013183594e+00,-1.592689875173943750e+14,-3.429250465267777909e+06
-4.934935092926025391e+00,-1.496387442185353750e+14,-3.332467303293614648e+06
-4.914915084838867188e+00,-1.405535685878197344e+14,-3.238024952344090678e+06
-4.894895076751708984e+00,-1.319847296002507812e+14,-3.145876241446650587e+06
-4.874875068664550781e+00,-1.239048982820002656e+14,-3.055974759982333984e+06
-4.854855060577392578e+00,-1.162880848084467188e+14,-2.968274848494264297e+06
-4.834835052490234375e+00,-1.091095781752739375e+14,-2.882731589570203796e+06
-4.814815044403076172e+00,-1.023458883476230469e+14,-2.799300798798890784e+06
-4.794795036315917969e+00,-9.597469079541714062e+13,-2.717939015799854882e+06
-4.774775028228759766e+00,-8.997477332601593750e+13,-2.638603495326406322e+06
-4.754755020141601562e+00,-8.432598512830587500e+13,-2.561252198441509623e+06
-4.734735012054443359e+00,-7.900918794519582812e+13,-2.485843783766239882e+06
-4.714715003967285156e+00,-7.400620929426571875e+13,-2.412337598800523672e+06
-4.694694995880126953e+00,-6.929979765901545312e+13,-2.340693671315861866e+06
-4.674674987792968750e+00,-6.487357957577767188e+13,-2.270872700819739606e+06
-4.654654979705810547e+00,-6.071201854389967188e+13,-2.202836050091431011e+06
-4.634634971618652344e+00,-5.680037568926447656e+13,-2.136545736788880546e+06
-4.614614963531494141e+00,-5.312467211361229688e+13,-2.071964425126393093e+06
-4.594594955444335938e+00,-4.967165286444285938e+13,-2.009055417622798355e+06
-4.574574947357177734e+00,-4.642875246252954688e+13,-1.947782646919824649e+06
-4.554554939270019531e+00,-4.338406192625665625e+13,-1.888110667670357740e+06
-4.534534931182861328e+00,-4.052629723410768750e+13,-1.830004648496303242e+06
-4.514514923095703125e+00,-3.784476916868151562e+13,-1.773430364015743136e+06
-4.494494915008544922e+00,-3.532935448760274219e+13,-1.718354186939098639e+06
-4.474474906921386719e+00,-3.297046836861734375e+13,-1.664743080233986489e+06
-4.454454898834228516e+00,-3.075903807803296875e+13,-1.612564589358483907e+06
-4.434434413909912109e+00,-2.868643003762846484e+13,-1.561785641568456078e+06
-4.414414405822753906e+00,-2.674461991874511328e+13,-1.512377342511412688e+06
-4.394394397735595703e+00,-2.492587379772131250e+13,-1.464307713227517903e+06
-4.374374389648437500e+00,-2.322292677638120312e+13,-1.417546552840000950e+06
-4.354354381561279297e+00,-2.162891108103942188e+13,-1.372064205144291278e+06
-4.334334373474121094e+00,-2.013733610078516016e+13,-1.327831551245433278e+06
-4.314314365386962891e+00,-1.874206934080823438e+13,-1.284820002261814894e+06
-4.294294357299804688e+00,-1.743731825289719531e+13,-1.243001492094907677e+06
-4.274274349212646484e+00,-1.621761290663719727e+13,-1.202348470264729811e+06
-4.254254341125488281e+00,-1.507778946618773828e+13,-1.162833894810722442e+06
-4.234234333038330078e+00,-1.401297443882829102e+13,-1.124431225257744547e+06
-4.214214324951171875e+00,-1.301856966272570117e+13,-1.087114415646893904e+06
-4.194194316864013672e+00,-1.209023800260080469e+13,-1.050857907630843343e+06
-4.174174308776855469e+00,-1.122388972315552344e+13,-1.015636623633407638e+06
-4.154154300689697266e+00,-1.041566951126563672e+13,-9.814259600730311358e+05
-4.134134292602539062e+00,-9.661944119050806641e+12,-9.482017806499042781e+05
-4.114114284515380859e+00,-8.959290601002335938e+12,-9.159404096964068012e+05
-4.094094276428222656e+00,-8.304485119382298828e+12,-8.846186255905836588e+05
-4.074074268341064453e+00,-7.694492293105882812e+12,-8.542136542323487811e+05
-4.054054260253906250e+00,-7.126455066282913086e+12,-8.247031625821229536e+05
-4.034034252166748047e+00,-6.597685073526020508e+12,-7.960652522616075585e+05
-4.014014244079589844e+00,-6.105653480032074219e+12,-7.682784532163905678e+05
-3.993994235992431641e+00,-5.647982275312062500e+12,-7.413217174400941003e+05
-3.973974227905273438e+00,-5.222436000282611328e+12,-7.151744127597559709e+05
-3.953954219818115234e+00,-4.826913888241627930e+12,-6.898163166821552441e+05
-3.933934211730957031e+00,-4.459442401031065430e+12,-6.652276103007768979e+05
-3.913914203643798828e+00,-4.118168142443176270e+12,-6.413888722631214187e+05
-3.893894195556640625e+00,-3.801351131653208008e+12,-6.182810727980579250e+05
-3.873874187469482422e+00,-3.507358420162239746e+12,-5.958855678029233823e+05
-3.853854179382324219e+00,-3.234658036409644043e+12,-5.741840929900706979e+05
-3.833834171295166016e+00,-2.981813242866063477e+12,-5.531587580925631337e+05
-3.813814163208007812e+00,-2.747477091045819824e+12,-5.327920411287228344e+05
-3.793793916702270508e+00,-2.530384773080355469e+12,-5.130665515693914494e+05
-3.773773908615112305e+00,-2.329358865458218750e+12,-4.939659566830215044e+05
-3.753753900527954102e+00,-2.143289205504695801e+12,-4.754735668249471346e+05
-3.733733892440795898e+00,-1.971139033874205566e+12,-4.575732769706404652e+05
-3.713713884353637695e+00,-1.811938155573749512e+12,-4.402493225758117624e+05
-3.693693876266479492e+00,-1.664779009091874512e+12,-4.234862741877905792e+05
-3.673673868179321289e+00,-1.528812947274309814e+12,-4.072690321136687417e+05
-3.653653860092163086e+00,-1.403246719645693604e+12,-3.915828211449062801e+05
-3.633633852005004883e+00,-1.287339146323722656e+12,-3.764131853380998946e+05
-3.613613843917846680e+00,-1.180397974101949219e+12,-3.617459828516178532e+05
-3.593593835830688477e+00,-1.081776905690897949e+12,-3.475673808378013782e+05
-3.573573827743530273e+00,-9.908727935046644287e+11,-3.338638503904349054e+05
-3.553553819656372070e+00,-9.071229897622596436e+11,-3.206221615471850382e+05
-3.533533811569213867e+00,-8.300028450402160645e+11,-3.078293783467119792e+05
-3.513513803482055664e+00,-7.590233477657769775e+11,-2.954728539401534945e+05
-3.493493795394897461e+00,-6.937288974789486084e+11,-2.835402257566829212e+05
-3.473473787307739258e+00,-6.336952050171938477e+11,-2.720194107228427310e+05
-3.453453779220581055e+00,-5.785273130890852051e+11,-2.608986005353562068e+05
-3.433433771133422852e+00,-5.278577310032393188e+11,-2.501662569871172018e+05
-3.413413763046264648e+00,-4.813446776067727051e+11,-2.398111073460603948e+05
-3.393393754959106445e+00,-4.386704267637454834e+11,-2.298221397866128245e+05
-3.373373508453369141e+00,-3.995393039531851807e+11,-2.201884862219173519e+05
-3.353353500366210938e+00,-3.636780423130411377e+11,-2.108998724917384097e+05
-3.333333492279052734e+00,-3.308316131574019775e+11,-2.019459257816997706e+05
-3.313313484191894531e+00,-3.007638323169631348e+11,-1.933166332507742045e+05
-3.293293476104736328e+00,-2.732556556334393005e+11,-1.850022208999135182e+05
-3.273273468017578125e+00,-2.481040347169644165e+11,-1.769931493127222057e+05
-3.253253459930419922e+00,-2.251208423931686401e+11,-1.692801094466237410e+05
-3.233233451843261719e+00,-2.041318640064053955e+11,-1.618540184742202982e+05
-3.213213443756103516e+00,-1.849758509337116089e+11,-1.547060156745470595e+05
-3.193193435668945312e+00,-1.675036328440981140e+11,-1.478274583739243099e+05
-3.173173427581787109e+00,-1.515772854099566956e+11,-1.412099179361060087e+05
-3.153153419494628906e+00,-1.370693503420659790e+11,-1.348451758014292573e+05
-3.133133411407470703e+00,-1.238621047771263428e+11,-1.287252195746639918e+05
-3.113113403320312500e+00,-1.118468771972545013e+11,-1.228422391612652573e+05
-3.093093395233154297e+00,-1.009234072046676331e+11,-1.171886229517298052e+05
-3.073073387145996094e+00,-9.099924661215097046e+10,-1.117569540537577996e+05
-3.053053379058837891e+00,-8.198919944107722473e+10,-1.065400065719217091e+05
-3.033033370971679688e+00,-7.381479854396871948e+10,-1.015307419345434173e+05
-3.013013362884521484e+00,-6.640381668809983826e+10,-9.672230526748146804e+04
-2.992993354797363281e+00,-5.968981005064753723e+10,-9.210802181452956575e+04
-2.972973346710205078e+00,-5.361169218463684082e+10,-8.768139340412795718e+04
-2.952953338623046875e+00,-4.811333661859481812e+10,-8.343609496208939527e+04
-2.932933092117309570e+00,-4.314315011588226318e+10,-7.936592361802578671e+04
-2.912913084030151367e+00,-3.865395782578907776e+10,-7.546498709708500246e+04
-2.892893075942993164e+00,-3.460232743275712585e+10,-7.172740964895635261e+04
-2.872873067855834961e+00,-3.094851218555587006e+10,-6.814752462792073493e+04
-2.852853059768676758e+00,-2.765611017159809113e+10,-6.471982172898912540e+04
