x,Train,Test
-2.832833051681518555e+00,-2.469180535724245071e+10,-6.143894377044681460e+04
-2.812813043594360352e+00,-2.202512692036628723e+10,-5.829968352032137045e+04
-2.792793035507202148e+00,-1.962822570808710861e+10,-5.529698056647763588e+04
-2.772773027420043945e+00,-1.747566671894305038e+10,-5.242591823004005710e+04
-2.752753019332885742e+00,-1.554423657195562553e+10,-4.968172052184436325e+04
-2.732733011245727539e+00,-1.381276498493202591e+10,-4.705974914161991182e+04
-2.712713003158569336e+00,-1.226195934125836372e+10,-4.455550051960409473e+04
-2.692692995071411133e+00,-1.087425147842169952e+10,-4.216460290029065072e+04
-2.672672986984252930e+00,-9.633655882705417633e+09,-3.988281346801291511e+04
-2.652652978897094727e+00,-8.525638523052633286e+09,-3.770601551406370709e+04
-2.632632970809936523e+00,-7.536995603104236603e+09,-3.563021564505349670e+04
-2.612612962722778320e+00,-6.655741554006326675e+09,-3.365154103220796242e+04
-2.592592954635620117e+00,-5.871005631855770111e+09,-3.176623670130683604e+04
-2.572572946548461914e+00,-5.172936522718238831e+09,-2.997066286296507678e+04
-2.552552938461303711e+00,-4.552614395111966133e+09,-2.826129228295833309e+04
-2.532532930374145508e+00,-4.001969874800229073e+09,-2.663470769229377765e+04
-2.512512683868408203e+00,-3.513703979731606483e+09,-2.508758127261147456e+04
-2.492492675781250000e+00,-3.081242002344158173e+09,-2.361674489095663739e+04
-2.472472667694091797e+00,-2.698635650570197105e+09,-2.221907713733012497e+04
-2.452452659606933594e+00,-2.360528998959321022e+09,-2.089157549001329608e+04
-2.432432651519775391e+00,-2.062099119446787357e+09,-1.963133502858019710e+04
-2.412412643432617188e+00,-1.799007288724971533e+09,-1.843554607617321744e+04
-2.392392635345458984e+00,-1.567354270485877991e+09,-1.730149187943474317e+04
-2.372372627258300781e+00,-1.363639365182428837e+09,-1.622654632579621284e+04
-2.352352619171142578e+00,-1.184722940634993076e+09,-1.520817169782601013e+04
-2.332332611083984375e+00,-1.027792176266846538e+09,-1.424391646433780988e+04
-2.312312602996826172e+00,-8.903297720498373508e+08,-1.333141310796069047e+04
-2.292292594909667969e+00,-7.700853904390168190e+08,-1.246837598887269269e+04
-2.272272586822509766e+00,-6.650496157292894125e+08,-1.165259924439909446e+04
-2.252252578735351562e+00,-5.734302304325939417e+08,-1.088195472417706696e+04
-2.232232570648193359e+00,-4.936306225028625727e+08,-1.015438996058812154e+04
-2.212212562561035156e+00,-4.242301505777642727e+08,-9.467926174159794755e+03
-2.192192554473876953e+00,-3.639663069085719585e+08,-8.820656313638141000e+03
-2.172172546386718750e+00,-3.117185293578386903e+08,-8.210743130432430917e+03
-2.152152538299560547e+00,-2.664935248022492528e+08,-7.636417287133625905e+03
-2.132132530212402344e+00,-2.274119765264908671e+08,-7.095975499808018867e+03
-2.112112522125244141e+00,-1.936965177726568580e+08,-6.587778713767621412e+03
-2.092092275619506836e+00,-1.646605421594913006e+08,-6.110244802165978399e+03
-2.072072267532348633e+00,-1.396997180332451463e+08,-5.661869187623169637e+03
-2.052052259445190430e+00,-1.182810760053315610e+08,-5.241189022354220469e+03
-2.032032251358032227e+00,-9.993646881740406156e+07,-4.846804586115517850e+03
-2.012012243270874023e+00,-8.425502873818898201e+07,-4.477371758443834551e+03
-1.991992235183715820e+00,-7.087672464674924314e+07,-4.131600389018417445e+03
-1.971972227096557617e+00,-5.948657983744625002e+07,-3.808252699410189962e+03
-1.951952219009399414e+00,-4.980948939090437442e+07,-3.506141715919503440e+03
-1.931932210922241211e+00,-4.160558100119514763e+07,-3.224129733203958494e+03
-1.911912202835083008e+00,-3.466606783003620803e+07,-2.961126808397753848e+03
-1.891892194747924805e+00,-2.880954629678320885e+07,-2.716089285424061018e+03
-1.871872186660766602e+00,-2.387869572993813828e+07,-2.488018349201905039e+03
-1.851852178573608398e+00,-1.973734052222026885e+07,-2.275958609449035521e+03
-1.831832170486450195e+00,-1.626783886628698930e+07,-2.078996713782271399e+03
-1.811812162399291992e+00,-1.336876532024356350e+07,-1.896259989816811185e+03
-1.791792154312133789e+00,-1.095285737844706327e+07,-1.726915115965974564e+03
-1.771772027015686035e+00,-8.945188048725338653e+06,-1.570165923264029971e+03
-1.751752018928527832e+00,-7.281606897077942267e+06,-1.425255780489543667e+03
-1.731732010841369629e+00,-5.907254442257292569e+06,-1.291460755892164343e+03
-1.711712002754211426e+00,-4.775367085450584069e+06,-1.168092202836762908e+03
-1.691691994667053223e+00,-3.846170449722526595e+06,-1.054494599536664964e+03
-1.671671986579895020e+00,-3.085920523342554457e+06,-9.500443857873879097e+02
-1.651651978492736816e+00,-2.466064550438960083e+06,-8.541488263112034929e+02
-1.631631970405578613e+00,-1.962508191862367094e+06,-7.662449004140227089e+02
-1.611611962318420410e+00,-1.554976829210581258e+06,-6.857982176560753942e+02
-1.591591954231262207e+00,-1.226460116537460126e+06,-6.123019592378743710e+02
-1.571571946144104004e+00,-9.627300062682833523e+05,-5.452758448029474039e+02
-1.551551818847656250e+00,-7.519223784924251959e+05,-4.842647781137051766e+02
-1.531531810760498047e+00,-5.841813878345247358e+05,-4.288392807961491258e+02
-1.511511802673339844e+00,-4.513415747878667898e+05,-3.785923577077218738e+02
-1.491491794586181641e+00,-3.466663728379225358e+05,-3.331400483107932473e+02
-1.471471786499023438e+00,-2.646181116934288293e+05,-2.921201353225210369e+02
-1.451451778411865234e+00,-2.006626711662735324e+05,-2.551912577494976233e+02
-1.431431770324707031e+00,-1.511030350676681846e+05,-2.220320472495514252e+02
-1.411411762237548828e+00,-1.129379017290516058e+05,-1.923402875221899251e+02
-1.391391754150390625e+00,-8.374196158697723877e+04,-1.658320964291643236e+02
-1.371371746063232422e+00,-6.156485925942892209e+04,-1.422411305466437739e+02
-1.351351737976074219e+00,-4.484622182678349782e+04,-1.213178118504812062e+02
-1.331331610679626465e+00,-3.234439650035486557e+04,-1.028284729480641033e+02
-1.311311602592468262e+00,-2.307729538630257593e+04,-8.655505285959716844e+01
-1.291291594505310059e+00,-1.627255546450265683e+04,-7.229372969242032809e+01
-1.271271586418151855e+00,-1.132696200916200178e+04,-5.985468616826184984e+01
-1.251251578330993652e+00,-7.772668402254348621e+03,-4.906132537928372983e+01
-1.231231570243835449e+00,-5.249565588506404310e+03,-3.974962400319017775e+01
-1.211211562156677246e+00,-3.482739483384211781e+03,-3.176750556181555396e+01
-1.191191554069519043e+00,-2.264179277242306853e+03,-2.497423342467702412e+01
-1.171171545982360840e+00,-1.438021146963976207e+03,-1.923982325897523538e+01
-1.151151537895202637e+00,-8.887181045744509902e+02,-1.444447462752795275e+01
-1.131131410598754883e+00,-5.316175466346903704e+02,-1.047800008073336642e+01
-1.111111402511596680e+00,-3.055208262570522493e+02,-7.239383626660966797e+00
-1.091091394424438477e+00,-1.668292477432987653e+02,-4.636127172447189082e+00
-1.071071386337280273e+00,-8.501046208875777666e+01,-2.583854400078365643e+00
-1.051051378250122070e+00,-3.909654689941817196e+01,-1.005807644971419279e+00
-1.031031370162963867e+00,-1.501660023030126467e+01,1.676118872263856474e-01
-1.011011362075805664e+00,-3.587119668889499735e+00,9.992868455173180564e-01
-9.909913539886474609e-01,9.821837274175777566e-01,1.545809698628900719e+00
-9.709712862968444824e-01,2.182714460688657709e+00,1.857892865140620131e+00
-9.509512782096862793e-01,1.994580231374129653e+00,1.980759047954343544e+00
-9.309312701225280762e-01,1.441864339769381331e+00,1.954524084829387220e+00
-9.109112620353698730e-01,9.744246204472801764e-01,1.814554612499868824e+00
-8.908912539482116699e-01,7.223982102213994949e-01,1.591815964797696381e+00
-8.708711862564086914e-01,6.590907826212060172e-01,1.313202958867869086e+00
-8.508511781692504883e-01,6.995293835025222506e-01,1.001860388803358148e+00
-8.308311700820922852e-01,7.551833300790349313e-01,6.774805791464366678e-01
-8.108111619949340820e-01,7.599912037089779915e-01,3.565951841336350014e-01
-7.907911539077758789e-01,6.786158559430077730e-01,5.284921430525102437e-02
-7.707711458206176758e-01,5.045986805466782243e-01,-2.227376543055612501e-01
-7.507510781288146973e-01,2.536042782683125552e-01,-4.615235977884246665e-01
-7.307310700416564941e-01,-4.489508222434324125e-02,-6.570066584711469204e-01
-7.107110619544982910e-01,-3.555086349546172642e-01,-8.046063670980032612e-01
-6.906910538673400879e-01,-6.433268264022444782e-01,-9.014503730874494636e-01
-6.706710457801818848e-01,-8.784395277170347072e-01,-9.461768077288414958e-01
-6.506509780883789062e-01,-1.038578213683820195e+00,-9.387474640527049274e-01
-6.306309700012207031e-01,-1.110129483216951485e+00,-8.802727084991346373e-01
-6.106109619140625000e-01,-1.087891605363779490e+00,-7.728470961855453680e-01
-5.905909538269042969e-01,-9.739600620985982005e-01,-6.193958486135286989e-01
-5.705709457397460938e-01,-7.761210188754574801e-01,-4.235319427013966020e-01
-5.505509376525878906e-01,-5.060633872625572849e-01,-1.894233370316982246e-01
-5.305308699607849121e-01,-1.776508415263435836e-01,7.833075039888548474e-02
-5.105108618736267090e-01,1.945735542735889112e-01,3.748098347946431375e-01
-4.904908537864685059e-01,5.965690602690223443e-01,6.948809572605716411e-01
-4.704708456993103027e-01,1.015609428963291094e+00,1.033290568839916546e+00
-4.504508078098297119e-01,1.440751702420616454e+00,1.384752099464312991e+00
-4.304307997226715088e-01,1.862997065787881823e+00,1.744021732377661671e+00
-4.104107618331909180e-01,2.275220243633404138e+00,2.105971878399586217e+00
-3.903907537460327148e-01,2.671925572625687639e+00,2.465648913824874278e+00
-3.703707456588745117e-01,3.048922405067605368e+00,2.818331414026204573e+00
-3.503507077693939209e-01,3.402970342243993418e+00,3.159575758342139995e+00
-3.303306996822357178e-01,3.731454389560475260e+00,3.485255011314181584e+00
-3.103106617927551270e-01,4.032132246492576400e+00,3.791596168246047061e+00
-2.902906537055969238e-01,4.302962504277576983e+00,4.075203739720635099e+00
-2.702706456184387207e-01,4.542034155812583407e+00,4.333084436443799703e+00
-2.502506077289581299e-01,4.747577880365917657e+00,4.562661338429559343e+00
-2.302305996417999268e-01,4.918046744872571985e+00,4.761783333921393080e+00
-2.102105766534805298e-01,5.052243242479249830e+00,4.928732461576842638e+00
-1.901905536651611328e-01,5.149458470650401409e+00,5.062222466516040242e+00
-1.701705455780029297e-01,5.209601493938772698e+00,5.161395373400250008e+00
-1.501505225896835327e-01,5.233291645803205938e+00,5.225813209138908455e+00
-1.301304996013641357e-01,5.221895690238397947e+00,5.255445248798751301e+00
-1.101104840636253357e-01,5.177499728321272698e+00,5.250652409274195520e+00
-9.009046852588653564e-02,5.102812564498001358e+00,5.212167900574065094e+00
-7.007044553756713867e-02,5.001006948491346193e+00,5.141074876445133057e+00
-5.005042627453804016e-02,4.875512451492769905e+00,5.038781528120061637e+00
-3.003040701150894165e-02,4.729779397220198689e+00,4.906993528579129737e+00
-1.001038774847984314e-02,4.567038433680176368e+00,4.747684500082924863e+00
1.001038774847984314e-02,4.390074266699041772e+00,4.563057164230989393e+00
3.003040701150894165e-02,4.201079706382635948e+00,4.355539259966641374e+00
5.005042627453804016e-02,4.001509776632423687e+00,4.127707372685637921e+00
7.007044553756713867e-02,3.792085586420489207e+00,3.882278846366553182e+00
9.009046852588653564e-02,3.572856533001471213e+00,3.622069455022502105e+00
1.101104840636253357e-01,3.343359135355868261e+00,3.349957540817513735e+00
1.301304996013641357e-01,3.102854401708349030e+00,3.068847417999619687e+00
1.501505225896835327e-01,2.850624621407312986e+00,2.781633706989185661e+00
1.701705455780029297e-01,2.586300498060924546e+00,2.491166218657903997e+00
1.901905536651611328e-01,2.310183532601369549e+00,2.200215362755174819e+00
2.102105766534805298e-01,2.023524916730750078e+00,1.911438044846319961e+00
2.302305996417999268e-01,1.728725232158009995e+00,1.627347079008391262e+00
2.502506077289581299e-01,1.429416622964398087e+00,1.350280381215642977e+00
2.702706456184387207e-01,1.130402318686098306e+00,1.082372076002382499e+00
2.902906537055969238e-01,8.374424103380226914e-01,8.255289642832446262e-01
3.103106617927551270e-01,5.568776488037006089e-01,5.814048070443393890e-01
3.303306996822357178e-01,2.951192125938466582e-01,3.513814430624147001e-01
3.503507077693939209e-01,5.803712461997578842e-02,1.365528088273300078e-01
3.703707456588745117e-01,-1.497001151268013697e-01,-6.229078556011602430e-02
3.903907537460327148e-01,-3.252533838552920109e-01,-2.446696490056980977e-01
4.104107618331909180e-01,-4.681351196168233031e-01,-4.104222489096720494e-01
4.304307997226715088e-01,-5.805293355004419453e-01,-5.597051867013584925e-01
4.504508078098297119e-01,-6.673307737584188715e-01,-6.929888829054711152e-01
4.704708456993103027e-01,-7.358374428246783339e-01,-8.110502834472335110e-01
4.904908537864685059e-01,-7.950565719470539250e-01,-9.149571456474641096e-01
5.105108618736267090e-01,-8.546353481867896562e-01,-1.006049574512141831e+00
5.305308699607849121e-01,-9.234777421789743812e-01,-1.085913621018589126e+00
5.505509376525878906e-01,-1.008181752150719035e+00,-1.156349762996526920e+00
5.705709457397460938e-01,-1.111501142654347518e+00,-1.219333667632172435e+00
5.905909538269042969e-01,-1.231114267077003888e+00,-1.276972189779677080e+00
6.106109619140625000e-01,-1.359032142518742603e+00,-1.331450139124475740e+00
6.306309700012207031e-01,-1.482014910175223577e+00,-1.384970710497405832e+00
6.506509780883789062e-01,-1.583336406461569368e+00,-1.439687972874063249e+00
6.706710457801818848e-01,-1.646131589882713797e+00,-1.497631520529852267e+00
6.906910538673400879e-01,-1.658333389243125566e+00,-1.560621930176900207e+00
7.107110619544982910e-01,-1.618813855605708341e+00,-1.630179330034877694e+00
7.307310700416564941e-01,-1.543715468471987151e+00,-1.707421355936197926e+00
7.507510781288146973e-01,-1.471042855116365899e+00,-1.792952736729883867e+00
7.707711458206176758e-01,-1.460269436302951362e+00,-1.886745494295205106e+00
7.907911539077758789e-01,-1.581909386888128211e+00,-1.988007900800088379e+00
8.108111619949340820e-01,-1.889579430123831116e+00,-2.095046151634878839e+00
8.308311700820922852e-01,-2.363882766666847601e+00,-2.205112860973056144e+00
8.508511781692504883e-01,-2.813306562678917544e+00,-2.314246214321080686e+00
8.708711862564086914e-01,-2.712043222121792496e+00,-2.417097851741296211e+00
8.908912539482116699e-01,-9.479693315015538246e-01,-2.506749689484358612e+00
9.109112620353698730e-01,4.554252328297479835e+00,-2.574517866836295354e+00
9.309312701225280762e-01,1.738038634736585664e+01,-2.609747471445274414e+00
9.509512782096862793e-01,4.340204024853301235e+01,-2.599592295096407213e+00
9.709712862968444824e-01,9.185362877153420413e+01,-2.528783518622681470e+00
9.909913539886474609e-01,1.768030154032785504e+02,-2.379384731389095009e+00
1.011011362075805664e+00,3.191281286361117964e+02,-2.130536437352802182e+00
1.031031370162963867e+00,5.491440482655598316e+02,-1.758182597878246156e+00
1.051051378250122070e+00,9.100477687249003793e+02,-1.234787540673814021e+00
1.071071386337280273e+00,1.462393086647600285e+03,-5.290370844476512957e-01
1.091091394424438477e+00,2.289847148690489121e+03,3.944743040960787539e-01
1.111111402511596680e+00,3.506532640545876347e+03,1.575570937642353897e+00
1.131131410598754883e+00,5.266318851086543873e+03,3.058838218548700638e+00
1.151151537895202637e+00,7.774511485075025121e+03,4.893992212250779517e+00
1.171171545982360840e+00,1.130235423100292974e+04,7.136206891762213900e+00
1.191191554069519043e+00,1.620517809713483439e+04,9.846567960852283363e+00
1.211211562156677246e+00,2.294461600726292818e+04,1.309243642807244612e+01
1.231231570243835449e+00,3.211591986288060434e+04,1.694787963714023249e+01
1.251251578330993652e+00,4.448126940874545835e+04,2.149410914354099589e+01
1.271271586418151855e+00,6.101021024831099203e+04,2.681993556363991615e+01
1.291291594505310059e+00,8.292852399489539675e+04,3.302224069481965785e+01
1.311311602592468262e+00,1.117770352124561905e+05,4.020646720516035089e+01
1.331331610679626465e+00,1.494820875802487135e+05,4.848712619117614508e+01
1.351351737976074219e+00,1.984400089788305340e+05,5.798838337220334438e+01
1.371371746063232422e+00,2.616159544349885546e+05,6.884436988718113071e+01
1.391391754150390625e+00,3.426642373390203575e+05,8.120008350112897233e+01
1.411411762237548828e+00,4.460673580846315017e+05,9.521175247982907308e+01
1.431431770324707031e+00,5.773012393118143082e+05,1.110474897787373436e+02
1.451451778411865234e+00,7.430288967636192683e+05,1.288879140780150863e+02
1.471471786499023438e+00,9.513271245839120820e+05,1.489267907752298186e+02
1.491491794586181641e+00,1.211951077235802077e+06,1.713716932342430823e+02
1.511511802673339844e+00,1.536642250025458168e+06,1.964446845887981112e+02
1.531531810760498047e+00,1.939486046637127176e+06,2.243830203993254031e+02
1.551551818847656250e+00,2.437325881069959141e+06,2.554398724614816842e+02
1.571571946144104004e+00,3.050245636830896139e+06,2.898852898184781566e+02
1.591591954231262207e+00,3.802105874008796178e+06,3.280061255319390625e+02
1.611611962318420410e+00,4.721199721916763112e+06,3.701080538003810148e+02
1.631631970405578613e+00,5.840966919376771897e+06,4.165155830442298566e+02
1.651651978492736816e+00,7.200830572003132664e+06,4.675730846909106617e+02
1.671671986579895020e+00,8.847149708107393235e+06,5.236456501627530997e+02
1.691691994667053223e+00,1.083430580672663637e+07,5.851199711062429287e+02
1.711712002754211426e+00,1.322593979644677602e+07,6.524052431611346492e+02
1.731732010841369629e+00,1.609635778270885348e+07,7.259340935679360882e+02
1.751752018928527832e+00,1.953212568028854579e+07,8.061635329122942721e+02
1.771772027015686035e+00,2.363387501879943907e+07,8.935759313047830119e+02
1.791792154312133789e+00,2.851837613867012411e+07,9.886806095430902133e+02
1.811812162399291992e+00,3.432072166475938261e+07,1.092012554708896232e+03
1.831832170486450195e+00,4.119709652268660069e+07,1.204136864450407302e+03
1.851852178573608398e+00,4.932758889683678746e+07,1.325647608111025420e+03
1.871872186660766602e+00,5.891949948880644143e+07,1.457169472443851191e+03
1.891892194747924805e+00,7.021102421308273077e+07,1.599358890672916459e+03
1.911912202835083008e+00,8.347537987633065879e+07,1.752905198079428374e+03
1.931932210922241211e+00,9.902541976196022332e+07,1.918531814411559935e+03
1.951952219009399414e+00,1.172187903669908345e+08,2.096997453416287499e+03
1.971972227096557617e+00,1.384636852053718865e+08,2.289097359791796407e+03
1.991992235183715820e+00,1.632252566235581636e+08,2.495664573858973199e+03
2.012012243270874023e+00,1.920327519941951036e+08,2.717571224250496016e+03
2.032032251358032227e+00,2.254874464874596298e+08,2.955729848916038463e+03
2.052052259445190430e+00,2.642714508934792876e+08,3.211094744742110834e+03
2.072072267532348633e+00,3.091574797112446427e+08,3.484663346085037119e+03
2.092092275619506836e+00,3.610196719589612484e+08,3.777477632515614459e+03
2.112112522125244141e+00,4.208463291055557132e+08,4.090629420895017574e+03
2.132132530212402344e+00,4.897502089023934007e+08,4.425246675783002502e+03
2.152152538299560547e+00,5.689873946561946869e+08,4.782517362050090924e+03
2.172172546386718750e+00,6.599706748789565563e+08,5.163676312863035491e+03
2.192192554473876953e+00,7.642879697563173771e+08,5.570010393968030257e+03
2.212212562561035156e+00,8.837218860898911953e+08,6.002860092974532563e+03
2.232232570648193359e+00,1.020271223546142220e+09,6.463621139940378271e+03
2.252252578735351562e+00,1.176174604549090385e+09,6.953746159556659222e+03
2.272272586822509766e+00,1.353936413464517593e+09,7.474746355230949121e+03
2.292292594909667969e+00,1.556355244919025421e+09,8.028193225367313971e+03
2.312312602996826172e+00,1.786555076227915525e+09,8.615720312141702379e+03
2.332332611083984375e+00,2.048019395023472786e+09,9.239024983071154566e+03
2.352352619171142578e+00,2.344628530334110260e+09,9.899870245675401748e+03
2.372372627258300781e+00,2.680700453621850491e+09,1.060008659552936479e+04
2.392392635345458984e+00,3.061035335700061798e+09,1.134157389800502278e+04
2.412412643432617188e+00,3.490964166087277412e+09,1.212630330400123785e+04
2.432432651519775391e+00,3.976401763271010876e+09,1.295631919995998032e+04
2.452452659606933594e+00,4.523904527625232697e+09,1.383374119246754708e+04
2.472472667694091797e+00,5.140733313417092323e+09,1.476076612773918896e+04
2.492492675781250000e+00,5.834921822526031494e+09,1.573967014628576544e+04
2.512512683868408203e+00,6.615350950258183479e+09,1.677281077306091174e+04
2.532532930374145508e+00,7.491840594888964653e+09,1.786264236948493635e+04
2.552552938461303711e+00,8.475194452374819756e+09,1.901166571151497919e+04
2.572572946548461914e+00,9.577357539226034164e+09,2.022250801490777303e+04
2.592592954635620117e+00,1.081147879935179520e+10,2.149787396500386967e+04
2.612612962722778320e+00,1.219203260382457924e+10,2.284056062500507687e+04
2.632632970809936523e+00,1.373493962089533234e+10,2.425345974527388171e+04
2.652652978897094727e+00,1.545769757775768471e+10,2.573956011020290680e+04
2.672672986984252930e+00,1.737952263342929459e+10,2.730194992295312113e+04
2.692692995071411133e+00,1.952150212804331970e+10,2.894381922835908335e+04
2.712713003158569336e+00,2.190675952230278015e+10,3.066846237429993198e+04
2.732733011245727539e+00,2.456063239196223068e+10,3.247928051183446587e+04
2.752753019332885742e+00,2.751086439608894348e+10,3.437978413439896394e+04
2.772773027420043945e+00,3.078781219464633560e+10,3.637359565636627667e+04
2.792793035507202148e+00,3.442466835076869202e+10,3.846445203126445995e+04
2.812813043594360352e+00,3.845770131609606934e+10,4.065620740995382948e+04
2.832833051681518555e+00,4.292651366385330200e+10,4.295283583906068816e+04
2.852853059768676758e+00,4.787431980413655853e+10,4.535843399996632797e+04
2.872873067855834961e+00,5.334824448926679230e+10,4.787722398864985007e+04
2.892893075942993164e+00,5.939964349424116516e+10,5.051355613668310252e+04
2.912913084030151367e+00,6.608444793842782593e+10,5.327191187367693055e+04
2.932933092117309570e+00,7.346353379987132263e+10,5.615690663147602027e+04
2.952953338623046875e+00,8.160322000574108887e+10,5.917332951425165811e+04
2.972973346710205078e+00,9.057529674477719116e+10,6.232600104439464485e+04
2.992993354797363281e+00,1.004580611108117523e+11,6.561999163957148266e+04
3.013013362884521484e+00,1.113364270320966949e+11,6.906048262970785436e+04
3.033033370971679688e+00,1.233025395821616516e+11,7.265280450466528418e+04
3.053053379058837891e+00,1.364563335654122772e+11,7.640244007520149171e+04
3.073073387145996094e+00,1.509061309252930603e+11,8.031502767777003464e+04
3.093093395233154297e+00,1.667692793787496033e+11,8.439636442345735850e+04
3.113113403320312500e+00,1.841728348116895752e+11,8.865240949135570554e+04
3.133133411407470703e+00,2.032542901072920532e+11,9.308928746667059022e+04
3.153153419494628906e+00,2.241623532225925903e+11,9.771329172386135906e+04
3.173173427581787109e+00,2.470577774790350647e+11,1.025308878551132220e+05
3.193193435668945312e+00,2.721142471898950500e+11,1.075487171444391570e+05
3.213213443756103516e+00,2.995193219119153442e+11,1.127736000877106562e+05
3.233233451843261719e+00,3.294754427804365234e+11,1.182125399589154986e+05
3.253253459930419922e+00,3.622010045670381470e+11,1.238727264229407010e+05
3.273273468017578125e+00,3.979314972865424194e+11,1.297615391951804631e+05
3.293293476104736328e+00,4.369207213764609375e+11,1.358865517482654541e+05
3.313313484191894531e+00,4.794420806769370117e+11,1.422555350662146520e+05
3.333333492279052734e+00,5.257899576532371826e+11,1.488764614463056205e+05
3.353353500366210938e+00,5.762811755262651367e+11,1.557575083489636891e+05
3.373373508453369141e+00,6.312565522097198486e+11,1.629070622959678003e+05
3.393393754959106445e+00,6.910832940831641846e+11,1.703338129463178338e+05
3.413413763046264648e+00,7.561538425884382324e+11,1.780464000342165818e+05
3.433433771133422852e+00,8.268920032605793457e+11,1.860539479219548230e+05
3.453453779220581055e+00,9.037521340436801758e+11,1.943657193382690311e+05
3.473473787307739258e+00,9.872219234630405273e+11,2.029912062995251035e+05
3.493493795394897461e+00,1.077824612652377808e+12,2.119401343040938955e+05
3.513513803482055664e+00,1.176121350903530273e+12,2.212224665771325526e+05
3.533533811569213867e+00,1.282713691898993164e+12,2.308484083660707111e+05
3.553553819656372070e+00,1.398246238126115234e+12,2.408284112871003163e+05
3.573573827743530273e+00,1.523409441324135742e+12,2.511731777229667059e+05
3.593593835830688477e+00,1.658942567181984863e+12,2.618936652723610459e+05
3.613613843917846680e+00,1.805636832886370117e+12,2.730010912512105424e+05
3.633633852005004883e+00,1.964338726516643555e+12,2.845069372461666935e+05
3.653653860092163086e+00,2.135953517695862549e+12,2.964229537205893430e+05
3.673673868179321289e+00,2.321448969336750488e+12,3.087611646733250236e+05
3.693693876266479492e+00,2.521859260767641113e+12,3.215338723505786620e+05
3.713713884353637695e+00,2.738289132987417480e+12,3.347536620111757657e+05
3.733733892440795898e+00,2.971918267280520996e+12,3.484334067455159384e+05
3.753753900527954102e+00,3.224005908923991699e+12,3.625862723485137103e+05
3.773773908615112305e+00,3.495895748238764648e+12,3.772257222468268592e+05
3.793793916702270508e+00,3.789021071777734375e+12,3.923655224806705373e+05
3.813814163208007812e+00,4.104914100844787598e+12,4.080199362868835451e+05
3.833834171295166016e+00,4.445196408849915039e+12,4.242029773898677086e+05
3.853854179382324219e+00,4.811607507917455078e+12,4.409295334505877108e+05
3.873874187469482422e+00,5.205996465288183594e+12,4.582146318876628065e+05
3.893894195556640625e+00,5.630332240731694336e+12,4.760736284716327209e+05
3.913914203643798828e+00,6.086710760152244141e+12,4.945222126405527815e+05
3.933934211730957031e+00,6.577362365832776367e+12,5.135764128722673049e+05
3.953954219818115234e+00,7.104659661235713867e+12,5.332526021136529744e+05
3.973974227905273438e+00,7.671125769031669922e+12,5.535675032671377994e+05
3.993994235992431641e+00,8.279443021806890625e+12,5.745381947347882669e+05
4.014014244079589844e+00,8.932462105708398438e+12,5.961821160202670144e+05
4.034034252166748047e+00,9.633211678123099609e+12,6.185170733889575349e+05
4.054054260253906250e+00,1.038490848135430273e+13,6.415612455865552183e+05
4.074074268341064453e+00,1.119096797515769141e+13,6.653331896164240316e+05
4.094094276428222656e+00,1.205501551192868555e+13,6.898518465760148829e+05
4.114114284515380859e+00,1.298089807929663281e+13,7.151365475526474183e+05
4.134134292602539062e+00,1.397269663587800195e+13,7.412070195789503632e+05
4.154154300689697266e+00,1.503473906697285156e+13,7.680833916482621571e+05
4.174174308776855469e+00,1.617161378805671094e+13,7.957862007902885089e+05
4.194194316864013672e+00,1.738818402502472266e+13,8.243363982073154766e+05
4.214214324951171875e+00,1.868960280128812891e+13,8.537553554712765617e+05
4.234234333038330078e+00,2.008132866300510938e+13,8.840648707819735864e+05
4.254254341125488281e+00,2.156914217495076953e+13,9.152871752867500763e+05
4.274274349212646484e+00,2.315916322079491016e+13,9.474449394619090017e+05
4.294294357299804688e+00,2.485786914286335156e+13,9.805612795561875682e+05
4.314314365386962891e+00,2.667211375780901562e+13,1.014659764096570900e+06
4.334334373474121094e+00,2.860914728601533984e+13,1.049764420456756372e+06
4.354354381561279297e+00,3.067663723399688281e+13,1.085899741488560103e+06
4.374374389648437500e+00,3.288269027055246875e+13,1.123090692216564901e+06
4.394394397735595703e+00,3.523587513896589844e+13,1.161362716596310958e+06
4.414414405822753906e+00,3.774524664913906250e+13,1.200741744336325210e+06
4.434434413909912109e+00,4.042037079518482031e+13,1.241254197784289485e+06
4.454454898834228516e+00,4.327142112830743750e+13,1.282928005477365572e+06
4.474474906921386719e+00,4.630893051267021875e+13,1.325788611379854847e+06
4.494494915008544922e+00,4.954422695787369531e+13,1.369864936369981850e+06
4.514514923095703125e+00,5.298919658517945312e+13,1.415185443519420456e+06
4.534534931182861328e+00,5.665638088594614062e+13,1.461779123942526989e+06
4.554554939270019531e+00,6.055900964696812500e+13,1.509675504073607037e+06
4.574574947357177734e+00,6.471103537062501562e+13,1.558904653010409325e+06
4.594594955444335938e+00,6.912716925055839062e+13,1.609497189924145816e+06
4.614614963531494141e+00,7.382291876577268750e+13,1.661484291536335135e+06
4.634634971618652344e+00,7.881462695830260938e+13,1.714897699662771309e+06
4.654654979705810547e+00,8.411951346190889062e+13,1.769769728824913735e+06
4.674674987792968750e+00,8.975571735165110938e+13,1.826133273928994313e+06
4.694694995880126953e+00,9.574234188665064062e+13,1.884021818013151176e+06
