-1.000000000000000000e+01,7.266680102355173826e+08
-9.979979515075683594e+00,7.139962422185602188e+08
-9.959959983825683594e+00,7.015172348492166996e+08
-9.939939498901367188e+00,6.892273138821030855e+08
-9.919919967651367188e+00,6.771251916902614832e+08
-9.899899482727050781e+00,6.652072830546033382e+08
-9.879879951477050781e+00,6.534723175670857430e+08
-9.859859466552734375e+00,6.419167972010111809e+08
-9.839839935302734375e+00,6.305394687829763889e+08
-9.819819450378417969e+00,6.193369196762773991e+08
-9.799799919128417969e+00,6.083079139497073889e+08
-9.779779434204101562e+00,5.974491225852169991e+08
-9.759759902954101562e+00,5.867593268934259415e+08
-9.739739418029785156e+00,5.762352797342309952e+08
-9.719719886779785156e+00,5.658757796520128250e+08
-9.699699401855468750e+00,5.556776596741032600e+08
-9.679679870605468750e+00,5.456397355631182194e+08
-9.659659385681152344e+00,5.357589188330848217e+08
-9.639639854431152344e+00,5.260340424420983791e+08
-9.619619369506835938e+00,5.164620947394914031e+08
-9.599599838256835938e+00,5.070419258490736485e+08
-9.579579353332519531e+00,4.977705993330276012e+08
-9.559559822082519531e+00,4.886469824443274140e+08
-9.539539337158203125e+00,4.796682123640713692e+08
-9.519519805908203125e+00,4.708331734312782884e+08
-9.499499320983886719e+00,4.621390748801432252e+08
-9.479479789733886719e+00,4.535848180862546563e+08
-9.459459304809570312e+00,4.451676827987961173e+08
-9.439439773559570312e+00,4.368865873743053079e+08
-9.419419288635253906e+00,4.287388805661592484e+08
-9.399399757385253906e+00,4.207234976502845883e+08
-9.379379272460937500e+00,4.128378549003773332e+08
-9.359359741210937500e+00,4.050809044444542527e+08
-9.339339256286621094e+00,3.974501286191863418e+08
-9.319319725036621094e+00,3.899444963318443298e+08
-9.299299240112304688e+00,3.825615545508741736e+08
-9.279279708862304688e+00,3.753002888846216202e+08
-9.259259223937988281e+00,3.681583095278731585e+08
-9.239239692687988281e+00,3.611346187067188621e+08
-9.219219207763671875e+00,3.542268884622391462e+08
-9.199199676513671875e+00,3.474341375499756932e+08
-9.179179191589355469e+00,3.407540985022730231e+08
-9.159159660339355469e+00,3.341858065110529661e+08
-9.139139175415039062e+00,3.277270532695433497e+08
-9.119118690490722656e+00,3.213765903590162992e+08
-9.099099159240722656e+00,3.151331671755761504e+08
-9.079078674316406250e+00,3.089946617130100727e+08
-9.059059143066406250e+00,3.029601498174729943e+08
-9.039038658142089844e+00,2.970275654231298566e+08
-9.019019126892089844e+00,2.911960004517328143e+08
-8.998998641967773438e+00,2.854634435308799148e+08
-8.978979110717773438e+00,2.798290025455476642e+08
-8.958958625793457031e+00,2.742907195928677320e+08
-8.938939094543457031e+00,2.688477184048483372e+08
-8.918918609619140625e+00,2.634980933469566107e+08
-8.898899078369140625e+00,2.582409838783825040e+08
-8.878878593444824219e+00,2.530745354540900588e+08
-8.858859062194824219e+00,2.479979031371053457e+08
-8.838838577270507812e+00,2.430092823150740862e+08
-8.818819046020507812e+00,2.381078435281729102e+08
-8.798798561096191406e+00,2.332918309616040289e+08
-8.778779029846191406e+00,2.285604305028243363e+08
-8.758758544921875000e+00,2.239119340208292603e+08
-8.738739013671875000e+00,2.193455426174505353e+08
-8.718718528747558594e+00,2.148595947527497411e+08
-8.698698997497558594e+00,2.104533066071425080e+08
-8.678678512573242188e+00,2.061250621597441137e+08
-8.658658981323242188e+00,2.018740925310215652e+08
-8.638638496398925781e+00,1.976988261675297916e+08
-8.618618965148925781e+00,1.935985089886548519e+08
-8.598598480224609375e+00,1.895716128768613338e+08
-8.578578948974609375e+00,1.856173984068619609e+08
-8.558558464050292969e+00,1.817343798852754831e+08
-8.538538932800292969e+00,1.779218323962246180e+08
-8.518518447875976562e+00,1.741783116781946123e+08
-8.498498916625976562e+00,1.705031071766109765e+08
-8.478478431701660156e+00,1.668948150887044072e+08
-8.458458900451660156e+00,1.633527390710345805e+08
-8.438438415527343750e+00,1.598755148253238201e+08
-8.418418884277343750e+00,1.564624600671651661e+08
-8.398398399353027344e+00,1.531122490670905411e+08
-8.378378868103027344e+00,1.498242134458172917e+08
-8.358358383178710938e+00,1.465970651252861917e+08
-8.338338851928710938e+00,1.434301494757435918e+08
-8.318318367004394531e+00,1.403222151711311936e+08
-8.298298835754394531e+00,1.372726211740626693e+08
-8.278278350830078125e+00,1.342801520287810266e+08
-8.258257865905761719e+00,1.313440415981614888e+08
-8.238238334655761719e+00,1.284635250329597443e+08
-8.218217849731445312e+00,1.256374390681388974e+08
-8.198198318481445312e+00,1.228651759505691677e+08
-8.178177833557128906e+00,1.201456061568978131e+08
-8.158158302307128906e+00,1.174781349656176418e+08
-8.138137817382812500e+00,1.148616657731525004e+08
-8.118118286132812500e+00,1.122956167268121392e+08
-8.098097801208496094e+00,1.097789233373613507e+08
-8.078078269958496094e+00,1.073110164571641982e+08
-8.058057785034179688e+00,1.048908629220974147e+08
-8.038038253784179688e+00,1.025179061249620616e+08
-8.018017768859863281e+00,1.001911434534624517e+08
-7.997998237609863281e+00,9.791003067546449602e+07
-7.977978229522705078e+00,9.567364771172079444e+07
-7.957958221435546875e+00,9.348130432267569005e+07
-7.937938213348388672e+00,9.133226563469485939e+07
-7.917918205261230469e+00,8.922580690056410432e+07
-7.897898197174072266e+00,8.716121338867104053e+07
-7.877878189086914062e+00,8.513778027309130132e+07
-7.857857704162597656e+00,8.315476577064149082e+07
-7.837837696075439453e+00,8.121157898788373172e+07
-7.817817687988281250e+00,7.930749645613117516e+07
-7.797797679901123047e+00,7.744185189120741189e+07
-7.777777671813964844e+00,7.561398837844264507e+07
-7.757757663726806641e+00,7.382325826808245480e+07
-7.737737655639648438e+00,7.206902307156626880e+07
-7.717717647552490234e+00,7.035065335867150128e+07
-7.697697639465332031e+00,6.866752865551815927e+07
