x,Train,Test
-2.792793035507202148e+00,9.789162970161437988e+05,-5.372281746027932968e+04
-2.772773027420043945e+00,9.230031281147003174e+05,-5.097424109323939774e+04
-2.752753019332885742e+00,8.695530449457168579e+05,-4.834404645468469243e+04
-2.732733011245727539e+00,8.185043618726730347e+05,-4.582811198099772446e+04
-2.712713003158569336e+00,7.697938422212600708e+05,-4.342242359252541792e+04
-2.692692995071411133e+00,7.233569789896011353e+05,-4.112307299283950124e+04
-2.672672986984252930e+00,6.791282589797973633e+05,-3.892625596558226971e+04
-2.652652978897094727e+00,6.370414108200073242e+05,-3.682827066982333781e+04
-2.632632970809936523e+00,5.970296373767852783e+05,-3.482551593483961187e+04
-2.612612962722778320e+00,5.590258330812454224e+05,-3.291448955519794254e+04
-2.592592954635620117e+00,5.229627866125106812e+05,-3.109178658700862434e+04
-2.572572946548461914e+00,4.887733694763183594e+05,-2.935409764619101770e+04
-2.552552938461303711e+00,4.563907109546661377e+05,-2.769820720957143931e+04
-2.532532930374145508e+00,4.257483599100112915e+05,-2.612099191961763427e+04
-2.512512683868408203e+00,3.967800986709594727e+05,-2.461940144997218158e+04
-2.492492675781250000e+00,3.694214398784637451e+05,-2.319052744279912440e+04
-2.472472667694091797e+00,3.436076830730438232e+05,-2.183149458808312193e+04
-2.452452659606933594e+00,3.192754277210235596e+05,-2.053953133870125748e+04
-2.432432651519775391e+00,2.963623217449188232e+05,-1.931194991786015453e+04
-2.412412643432617188e+00,2.748071545782089233e+05,-1.814614466125972103e+04
-2.392392635345458984e+00,2.545499404077529907e+05,-1.703959036790416576e+04
-2.372372627258300781e+00,2.355319920454025269e+05,-1.598984066019498277e+04
-2.352352619171142578e+00,2.176959858684539795e+05,-1.499452635391772492e+04
-2.332332611083984375e+00,2.009860182838439941e+05,-1.405135383871628437e+04
-2.312312602996826172e+00,1.853476541204452515e+05,-1.315810346962668700e+04
-2.292292594909667969e+00,1.707279673910140991e+05,-1.231262797022517771e+04
-2.272272586822509766e+00,1.570755748310089111e+05,-1.151285084791982081e+04
-2.252252578735351562e+00,1.443406626157760620e+05,-1.075676482190540992e+04
-2.232232570648193359e+00,1.324750066471099854e+05,-1.004243026426970027e+04
-2.212212562561035156e+00,1.214319868106842041e+05,-9.367973654730594717e+03
-2.192192554473876953e+00,1.111665955629348755e+05,-8.731586049459641799e+03
-2.172172546386718750e+00,1.016354412221908569e+05,-8.131521564426599070e+03
-2.152152538299560547e+00,9.279674631690979004e+04,-7.566095873689220753e+03
-2.132132530212402344e+00,8.461034135246276855e+04,-7.033684723023441620e+03
-2.112112522125244141e+00,7.703765429687500000e+04,-6.532722459281503689e+03
-2.092092275619506836e+00,7.004161613082885742e+04,-6.061695138892333489e+03
-2.072072267532348633e+00,6.358696912956237793e+04,-5.619161168356426060e+03
-2.052052259445190430e+00,5.763974622917175293e+04,-5.203716252408688888e+03
-2.032032251358032227e+00,5.216758627128601074e+04,-4.814014763306884561e+03
-2.012012243270874023e+00,4.713962019824981689e+04,-4.448762569191982038e+03
-1.991992235183715820e+00,4.252644145965576172e+04,-4.106715664851304609e+03
-1.971972227096557617e+00,3.830007421207427979e+04,-3.786678820397937670e+03
-1.951952219009399414e+00,3.443393957710266113e+04,-3.487504248113487847e+03
-1.931932210922241211e+00,3.090282016372680664e+04,-3.208090287686674856e+03
-1.911912202835083008e+00,2.768282312774658203e+04,-2.947380110058700666e+03
-1.891892194747924805e+00,2.475134193515777588e+04,-2.704360440079821274e+03
-1.871872186660766602e+00,2.208701709842681885e+04,-2.478060298156808130e+03
-1.851852178573608398e+00,1.966969601488113403e+04,-2.267549761064874474e+03
-1.831832170486450195e+00,1.748039215660095215e+04,-2.071938742076337803e+03
-1.811812162399291992e+00,1.550124374198913574e+04,-1.890375790547928773e+03
-1.791792154312133789e+00,1.371547208499908447e+04,-1.722046911092998926e+03
-1.771772027015686035e+00,1.210733067893981934e+04,-1.566173509903426748e+03
-1.751752018928527832e+00,1.066210056877136230e+04,-1.422014891219558194e+03
-1.731732010841369629e+00,9.365991273880004883e+03,-1.288861573645786848e+03
-1.711712002754211426e+00,8.206138515949249268e+03,-1.166037970107805450e+03
-1.691691994667053223e+00,7.170552954673767090e+03,-1.052900341900996864e+03
-1.671671986579895020e+00,6.248079486846923828e+03,-9.488357372793252580e+02
-1.651651978492736816e+00,5.428357092857360840e+03,-8.532609501449624076e+02
-1.631631970405578613e+00,4.701779346942901611e+03,-7.656214988611754961e+02
-1.611611962318420410e+00,4.059455668449401855e+03,-6.853906252030865289e+02
-1.591591954231262207e+00,3.493173374652862549e+03,-6.120683134450810030e+02
-1.571571946144104004e+00,2.995360639572143555e+03,-5.451803295758145396e+02
-1.551551818847656250e+00,2.559047942161560059e+03,-4.842769349336449523e+02
-1.531531810760498047e+00,2.177842984199523926e+03,-4.289333802257897332e+02
-1.511511802673339844e+00,1.845881079673767090e+03,-3.787468328659597319e+02
-1.491491794586181641e+00,1.557802886486053467e+03,-3.333369795603211969e+02
-1.471471786499023438e+00,1.308719750404357910e+03,-2.923447856015991420e+02
-1.451451778411865234e+00,1.094182990074157715e+03,-2.554316540413710754e+02
-1.431431770324707031e+00,9.101543231010437012e+02,-2.222786046288092621e+02
-1.411411762237548828e+00,7.529774808883666992e+02,-1.925854724251548760e+02
-1.391391754150390625e+00,6.193510289192199707e+02,-1.660701259954075795e+02
-1.371371746063232422e+00,5.063023557662963867e+02,-1.424677050700120162e+02
-1.351351737976074219e+00,4.111628813743591309e+02,-1.215298775606206618e+02
-1.331331610679626465e+00,3.315440149307250977e+02,-1.030240124154370278e+02
-1.311311602592468262e+00,2.653165335655212402e+02,-8.673290109573281370e+01
-1.291291594505310059e+00,2.105865154266357422e+02,-7.245341266278410330e+01
-1.271271586418151855e+00,1.656772136688232422e+02,-5.999628057825611904e+01
-1.251251578330993652e+00,1.291095881462097168e+02,-4.918533726988243870e+01
-1.231231570243835449e+00,9.958447742462158203e+01,-3.985688440536614507e+01
-1.211211562156677246e+00,7.596585321426391602e+01,-3.185908149683382362e+01
-1.191191554069519043e+00,5.726514387130737305e+01,-2.505135266148135997e+01
-1.171171545982360840e+00,4.262660217285156250e+01,-1.930381135782226920e+01
-1.151151537895202637e+00,3.131366825103759766e+01,-1.449670291075017303e+01
-1.131131410598754883e+00,2.269626998901367188e+01,-1.051984322071075439e+01
-1.111111402511596680e+00,1.623928546905517578e+01,-7.272185994690516964e+00
-1.091091394424438477e+00,1.149143075942993164e+01,-4.661176281137159094e+00
-1.071071386337280273e+00,8.075508594512939453e+00,-2.602361097349785268e+00
-1.051051378250122070e+00,5.679239273071289062e+00,-1.018891854007961228e+00
-1.031031370162963867e+00,4.046915054321289062e+00,1.589306195673998445e-01
-1.011011362075805664e+00,2.971816062927246094e+00,9.940947236318606883e-01
-9.909913539886474609e-01,2.289342880249023438e+00,1.543300634308252484e+00
-9.709712862968444824e-01,1.870800018310546875e+00,1.857367615040857345e+00
-9.509512782096862793e-01,1.617845058441162109e+00,1.981622038525529206e+00
-9.309312701225280762e-01,1.457499980926513672e+00,1.956278455705614761e+00
-9.109112620353698730e-01,1.337743759155273438e+00,1.816795840801205486e+00
-8.908912539482116699e-01,1.223603725433349609e+00,1.594224474072689191e+00
-8.708711862564086914e-01,1.093744277954101562e+00,1.315536030742805451e+00
-8.508511781692504883e-01,9.374918937683105469e-01,1.003943663352401927e+00
-8.308311700820922852e-01,7.522673606872558594e-01,6.791993834776803851e-01
-8.108111619949340820e-01,5.414028167724609375e-01,3.578858990513253957e-01
-7.907911539077758789e-01,3.122892379760742188e-01,5.369085169513709843e-02
-7.707711458206176758e-01,7.484340667724609375e-02,-2.223315189476124942e-01
-7.507510781288146973e-01,-1.597490310668945312e-01,-4.615124249539803714e-01
-7.307310700416564941e-01,-3.800420761108398438e-01,-6.573299793526530266e-01
-7.107110619544982910e-01,-5.751166343688964844e-01,-8.051901985309086740e-01
-6.906910538673400879e-01,-7.351651191711425781e-01,-9.022129534278064966e-01
-6.706710457801818848e-01,-8.519129753112792969e-01,-9.470336321392096579e-01
-6.506509780883789062e-01,-9.188923835754394531e-01,-9.396156048169359565e-01
-6.306309700012207031e-01,-9.315843582153320312e-01,-8.810744232032448053e-01
-6.106109619140625000e-01,-8.874578475952148438e-01,-7.735127382911741734e-01
-5.905909538269042969e-01,-7.859320640563964844e-01,-6.198661046801134944e-01
-5.705709457397460938e-01,-6.282534599304199219e-01,-4.237594318692572415e-01
-5.505509376525878906e-01,-4.173316955566406250e-01,-1.893736137135419995e-01
-5.305308699607849121e-01,-1.575298309326171875e-01,7.867874309886246920e-02
-5.105108618736267090e-01,1.455669403076171875e-01,3.754638041136786342e-01
-4.904908537864685059e-01,4.854049682617187500e-01,6.958357444964349270e-01
-4.704708456993103027e-01,8.547143936157226562e-01,1.034529010590631515e+00
-4.504508078098297119e-01,1.245766162872314453e+00,1.386246210779063404e+00
-4.304307997226715088e-01,1.650609970092773438e+00,1.745734149299096316e+00
-4.104107618331909180e-01,2.061303615570068359e+00,2.107857503113336861e+00
-3.903907537460327148e-01,2.470120906829833984e+00,2.467656699998769909e+00
-3.703707456588745117e-01,2.869730949401855469e+00,2.820406239246949553e+00
-3.503507077693939209e-01,3.253358840942382812e+00,3.161660327517893165e+00
-3.303306996822357178e-01,3.614906311035156250e+00,3.487291741534136236e+00
-3.103106617927551270e-01,3.949057102203369141e+00,3.793529008486075327e+00
-2.902906537055969238e-01,4.251337051391601562e+00,4.076979883015155792e+00
-2.702706456184387207e-01,4.518168449401855469e+00,4.334655885642860085e+00
-2.502506077289581299e-01,4.746870040893554688e+00,4.563986292982008308e+00
-2.302305996417999268e-01,4.935654163360595703e+00,4.762827372265746817e+00
-2.102105766534805298e-01,5.083594799041748047e+00,4.929469491296913475e+00
-1.901905536651611328e-01,5.190567016601562500e+00,5.062635430862428620e+00
-1.701705455780029297e-01,5.257184028625488281e+00,5.161476699344348162e+00
-1.501505225896835327e-01,5.284713745117187500e+00,5.225564990629209206e+00
-1.301304996013641357e-01,5.274976253509521484e+00,5.254879167652688920e+00
-1.101104840636253357e-01,5.230257987976074219e+00,5.249789395078551024e+00
-9.009046852588653564e-02,5.153197288513183594e+00,5.211037541448604316e+00
-7.007044553756713867e-02,5.046685218811035156e+00,5.139714595017721877e+00
-5.005042627453804016e-02,4.913762092590332031e+00,5.037235543248243630e+00
-3.003040701150894165e-02,4.757529258728027344e+00,4.905311625654576346e+00
-1.001038774847984314e-02,4.581054687500000000e+00,4.745920639339601621e+00
1.001038774847984314e-02,4.387296199798583984e+00,4.561267958721145988e+00
3.003040701150894165e-02,4.179061889648437500e+00,4.353782359627075493e+00
5.005042627453804016e-02,3.958925247192382812e+00,4.126039785944158211e+00
7.007044553756713867e-02,3.729207515716552734e+00,3.880755249905632809e+00
9.009046852588653564e-02,3.491960525512695312e+00,3.620740526937879622e+00
1.101104840636253357e-01,3.248960018157958984e+00,3.348868360539199784e+00
1.301304996013641357e-01,3.001708984375000000e+00,3.068035977776162326e+00
1.501505225896835327e-01,2.751470565795898438e+00,2.781129576615057886e+00
1.701705455780029297e-01,2.499292373657226562e+00,2.490989405137952417e+00
1.901905536651611328e-01,2.246060371398925781e+00,2.200375405023805797e+00
2.102105766534805298e-01,1.992544174194335938e+00,1.911933381692506373e+00
2.302305996417999268e-01,1.739460945129394531e+00,1.628164721041684970e+00
2.502506077289581299e-01,1.487525939941406250e+00,1.351395917736226693e+00
2.702706456184387207e-01,1.237513542175292969e+00,1.083750040561426431e+00
2.902906537055969238e-01,9.903068542480468750e-01,8.271235724096186459e-01
3.103106617927551270e-01,7.469444274902343750e-01,5.831610801978968084e-01
3.303306996822357178e-01,5.086450576782226562e-01,3.532367150182835758e-01
3.503507077693939209e-01,2.768230438232421875e-01,1.384386067220475525e-01
3.703707456588745117e-01,5.309104919433593750e-02,-6.044650511466898024e-02
3.903907537460327148e-01,-1.607646942138671875e-01,-2.429399429820477962e-01
4.104107618331909180e-01,-3.628425598144531250e-01,-4.088783558108843863e-01
4.304307997226715088e-01,-5.511808395385742188e-01,-5.584134811069816351e-01
4.504508078098297119e-01,-7.238597869873046875e-01,-6.920076922397129238e-01
4.704708456993103027e-01,-8.791112899780273438e-01,-8.104266669251956046e-01
4.904908537864685059e-01,-1.015460968017578125e+00,-9.147237432189285755e-01
5.105108618736267090e-01,-1.131872177124023438e+00,-1.006221668794751167e+00
5.305308699607849121e-01,-1.227906227111816406e+00,-1.086486564483493567e+00
5.505509376525878906e-01,-1.303879737854003906e+00,-1.157296955556375906e+00
5.705709457397460938e-01,-1.361007690429687500e+00,-1.220605286565842107e+00
5.905909538269042969e-01,-1.401529312133789062e+00,-1.278494918922660872e+00
6.106109619140625000e-01,-1.428779602050781250e+00,-1.333128149737603962e+00
6.306309700012207031e-01,-1.447212219238281250e+00,-1.386688196507748216e+00
6.506509780883789062e-01,-1.462308883666992188e+00,-1.441313567687757313e+00
6.706710457801818848e-01,-1.480408668518066406e+00,-1.499024959659436718e+00
6.906910538673400879e-01,-1.508355140686035156e+00,-1.561643365654163063e+00
7.107110619544982910e-01,-1.552969932556152344e+00,-1.630701730609871447e+00
7.307310700416564941e-01,-1.620298385620117188e+00,-1.707346482726279646e+00
7.507510781288146973e-01,-1.714562416076660156e+00,-1.792231219558743760e+00
7.707711458206176758e-01,-1.836791038513183594e+00,-1.885401580657344311e+00
7.907911539077758789e-01,-1.983046531677246094e+00,-1.986169510375475511e+00
8.108111619949340820e-01,-2.142182350158691406e+00,-2.092980891320621595e+00
8.308311700820922852e-01,-2.293063163757324219e+00,-2.203270748374052346e+00
8.508511781692504883e-01,-2.401162147521972656e+00,-2.313309886201750487e+00
8.708711862564086914e-01,-2.414415359497070312e+00,-2.418041104043368250e+00
8.908912539482116699e-01,-2.258295059204101562e+00,-2.510905268922215328e+00
9.109112620353698730e-01,-1.829905509948730469e+00,-2.583655434398679063e+00
9.309312701225280762e-01,-9.910564422607421875e-01,-2.626162875851150602e+00
9.509512782096862793e-01,4.398508071899414062e-01,-2.626209183625178412e+00
9.709712862968444824e-01,2.697288513183593750e+00,-2.569268513470888138e+00
9.909913539886474609e-01,6.079528808593750000e+00,-2.438277495093643665e+00
1.011011362075805664e+00,1.096117973327636719e+01,-2.213395682396367192e+00
1.031031370162963867e+00,1.780764865875244141e+01,-1.871750032267300412e+00
1.051051378250122070e+00,2.719151878356933594e+01,-1.387170747329946607e+00
1.071071386337280273e+00,3.981119251251220703e+01,-7.299132021726109087e-01
1.091091394424438477e+00,5.651197433471679688e+01,1.336324299918487668e-01
1.111111402511596680e+00,7.830981159210205078e+01,1.241244319826364517e+00
1.131131410598754883e+00,1.064179725646972656e+02,2.635185085091507062e+00
1.151151537895202637e+00,1.422771348953247070e+02,4.362542423332342878e+00
1.171171545982360840e+00,1.875878200531005859e+02,6.475528646435122937e+00
1.191191554069519043e+00,2.443487386703491211e+02,9.031898031680611894e+00
1.211211562156677246e+00,3.148971538543701172e+02,1.209527779999189079e+01
1.231231570243835449e+00,4.019546537399291992e+02,1.573556101234862581e+01
1.251251578330993652e+00,5.086774682998657227e+02,2.002930424848455004e+01
1.271271586418151855e+00,6.387119445800781250e+02,2.506013947143219411e+01
1.291291594505310059e+00,7.962555160522460938e+02,3.091920023309648968e+01
1.311311602592468262e+00,9.861236057281494141e+02,3.770556236957781948e+01
1.331331610679626465e+00,1.213822877883911133e+03,4.552669933260767721e+01
1.351351737976074219e+00,1.485633064270019531e+03,5.449900939044891857e+01
1.371371746063232422e+00,1.808687547683715820e+03,6.474808024466619827e+01
1.391391754150390625e+00,2.191078110694885254e+03,7.640950850429362617e+01
1.411411762237548828e+00,2.641952106475830078e+03,8.962920886912615970e+01
1.431431770324707031e+00,3.171626121520996094e+03,1.045639944693248253e+02
1.451451778411865234e+00,3.791707489013671875e+03,1.213821227023436222e+02
1.471471786499023438e+00,4.515225753784179688e+03,1.402638565446250141e+02
1.491491794586181641e+00,5.356774708747863770e+03,1.614020414336700924e+02
1.511511802673339844e+00,6.332665545463562012e+03,1.850026978066307493e+02
1.531531810760498047e+00,7.461091882705688477e+03,2.112856293761869892e+02
1.551551818847656250e+00,8.762307268142700195e+03,2.404850472168182023e+02
1.571571946144104004e+00,1.025882537555694580e+04,2.728504123870225158e+02
1.591591954231262207e+00,1.197558786582946777e+04,3.086463024248951115e+02
1.611611962318420410e+00,1.394023686981201172e+04,3.481542371727118734e+02
1.631631970405578613e+00,1.618331534957885742e+04,3.916726164301217068e+02
1.651651978492736816e+00,1.873852630805969238e+04,4.395176069503359031e+02
1.671671986579895020e+00,2.164300072956085205e+04,4.920238624799239915e+02
1.691691994667053223e+00,2.493758338928222656e+04,5.495452598985866643e+02
1.711712002754211426e+00,2.866713742256164551e+04,6.124556514644646086e+02
1.731732010841369629e+00,3.288086853218078613e+04,6.811496331662929151e+02
1.751752018928527832e+00,3.763266973495483398e+04,7.560433291695371736e+02
1.771772027015686035e+00,4.298148760986328125e+04,8.375751923384668771e+02
1.791792154312133789e+00,4.899174889850616455e+04,9.262073706515075173e+02
1.811812162399291992e+00,5.573362564945220947e+04,1.022424387048580684e+03
1.831832170486450195e+00,6.328368590354919434e+04,1.126737150178232696e+03
1.851852178573608398e+00,7.172521702289581299e+04,1.239681753351760563e+03
1.871872186660766602e+00,8.114874804210662842e+04,1.361820860955282114e+03
1.891892194747924805e+00,9.165256589221954346e+04,1.493744604462350253e+03
1.911912202835083008e+00,1.033432603111267090e+05,1.636071494105446618e+03
1.931932210922241211e+00,1.163362986011505127e+05,1.789449346106732264e+03
1.951952219009399414e+00,1.307566313352584839e+05,1.954556225352629554e+03
1.971972227096557617e+00,1.467393301830291748e+05,2.132101403392967768e+03
1.991992235183715820e+00,1.644302590456008911e+05,2.322826331624935847e+03
2.012012243270874023e+00,1.839867796669006348e+05,2.527505629517952912e+03
2.032032251358032227e+00,2.055784929533004761e+05,2.746948087720258627e+03
2.052052259445190430e+00,2.293880172300338745e+05,2.981997685876034666e+03
2.072072267532348633e+00,2.556118046607971191e+05,3.233534624970925506e+03
2.092092275619506836e+00,2.844609970941543579e+05,3.502476374010031577e+03
2.112112522125244141e+00,3.161627181034088135e+05,3.789782265549874865e+03
2.132132530212402344e+00,3.509594680433273315e+05,4.096440668085590005e+03
2.152152538299560547e+00,3.891123667230606079e+05,4.423490585598745383e+03
2.172172546386718750e+00,4.309007069168090820e+05,4.772009305571147706e+03
2.192192554473876953e+00,4.766233867425918579e+05,5.143116824178374372e+03
2.212212562561035156e+00,5.266000291967391968e+05,5.537976974148652516e+03
2.232232570648193359e+00,5.811721502323150635e+05,5.957798565226665232e+03
2.252252578735351562e+00,6.407043766956329346e+05,6.403836536940361839e+03
2.272272586822509766e+00,7.055857155208587646e+05,6.877393123357440345e+03
2.292292594909667969e+00,7.762308754148483276e+05,7.379819029501406476e+03
2.312312602996826172e+00,8.530816424846649170e+05,7.912514619084133301e+03
2.332332611083984375e+00,9.366083110399246216e+05,8.476931113200436812e+03
2.352352619171142578e+00,1.027311170984268188e+06,9.074571799606957939e+03
2.372372627258300781e+00,1.125722053050994873e+06,9.706993252205080353e+03
2.392392635345458984e+00,1.232405933264732361e+06,1.037580656032141997e+04
2.412412643432617188e+00,1.347962597905158997e+06,1.108267856737179682e+04
2.432432651519775391e+00,1.473028370258331299e+06,1.182933311847760342e+04
2.452452659606933594e+00,1.608277900515556335e+06,1.261755231658479897e+04
2.472472667694091797e+00,1.754426019980430603e+06,1.344917778662766796e+04
2.492492675781250000e+00,1.912229660957336426e+06,1.432611194725631503e+04
2.512512683868408203e+00,2.082489843467712402e+06,1.525031928963656537e+04
2.532532930374145508e+00,2.266055998872756958e+06,1.622383955814887304e+04
2.552552938461303711e+00,2.463819193418502808e+06,1.724874208521860419e+04
2.572572946548461914e+00,2.676727423219680786e+06,1.832719661202788120e+04
2.592592954635620117e+00,2.905779306598663330e+06,1.946142883192561567e+04
2.612612962722778320e+00,3.152028528032302856e+06,2.065373299252119614e+04
2.632632970809936523e+00,3.416586250778198242e+06,2.190647320568375289e+04
2.652652978897094727e+00,3.700623604297637939e+06,2.322208476072142366e+04
2.672672986984252930e+00,4.005374247529983521e+06,2.460307544011913706e+04
2.692692995071411133e+00,4.332137008975982666e+06,2.605202683720149798e+04
2.712713003158569336e+00,4.682278604490280151e+06,2.757159567506663734e+04
2.732733011245727539e+00,5.057236433719635010e+06,2.916451512612239458e+04
2.752753019332885742e+00,5.458521455966949463e+06,3.083359613154252293e+04
2.772773027420043945e+00,5.887721146305084229e+06,3.258172871994093293e+04
2.792793035507202148e+00,6.346502532663345337e+06,3.441188332454831107e+04
2.812813043594360352e+00,6.836615314575195312e+06,3.632711209815653274e+04
2.832833051681518555e+00,7.359895064203262329e+06,3.833055022508604452e+04
2.852853059768676758e+00,7.918266510202407837e+06,4.042541722940804902e+04
2.872873067855834961e+00,8.513746904943466187e+06,4.261501827864162624e+04
2.892893075942993164e+00,9.148449475509643555e+06,4.490274548213143134e+04
2.912913084030151367e+00,9.824586958862304688e+06,4.729207918329269160e+04
2.932933092117309570e+00,1.054447522144317627e+07,4.978658924489351921e+04
2.952953338623046875e+00,1.131054637142944336e+07,5.238996799272031058e+04
2.972973346710205078e+00,1.212531551171112061e+07,5.510590618320752401e+04
2.992993354797363281e+00,1.299143930701446533e+07,5.793828021554043517e+04
3.013013362884521484e+00,1.391168403486251831e+07,6.089103071482712403e+04
3.033033370971679688e+00,1.488893847253799438e+07,6.396819411750452127e+04
3.053053379058837891e+00,1.592621802553176880e+07,6.717390389661642257e+04
3.073073387145996094e+00,1.702666894033050537e+07,7.051239177390898112e+04
3.093093395233154297e+00,1.819357260127258301e+07,7.398798891779594123e+04
3.113113403320312500e+00,1.943034991098213196e+07,7.760512712623446714e+04
3.133133411407470703e+00,2.074056575384902954e+07,8.136833999353181571e+04
3.153153419494628906e+00,2.212793354191398621e+07,8.528226406009378843e+04
3.173173427581787109e+00,2.359631984247016907e+07,8.935163994411588646e+04
3.193193435668945312e+00,2.514974908642959595e+07,9.358131345419480931e+04
3.213213443756103516e+00,2.679240835663414001e+07,9.797623668183665723e+04
3.233233451843261719e+00,2.852865225498580933e+07,1.025414690728166606e+05
3.253253459930419922e+00,3.036300784725379944e+07,1.072821784763376927e+05
3.273273468017578125e+00,3.230017968430328369e+07,1.122036421709228307e+05
3.293293476104736328e+00,3.434505489832115173e+07,1.173112478659638437e+05
3.313313484191894531e+00,3.650270837260818481e+07,1.226104946778344456e+05
3.333333492279052734e+00,3.877840798324012756e+07,1.281069940794761060e+05
3.353353500366210938e+00,4.117761991092872620e+07,1.338064708223375492e+05
3.373373508453369141e+00,4.370601402118301392e+07,1.397147638295568759e+05
3.393393754959106445e+00,4.636950185818290710e+07,1.458379012817498296e+05
3.413413763046264648e+00,4.917411368434524536e+07,1.521818072258711327e+05
3.433433771133422852e+00,5.212619425915145874e+07,1.587527397848850815e+05
3.453453779220581055e+00,5.523228328641700745e+07,1.655570028869662201e+05
3.473473787307739258e+00,5.849915200695037842e+07,1.726010186266475357e+05
3.493493795394897461e+00,6.193380894278907776e+07,1.798913279614197090e+05
3.513513803482055664e+00,6.554350569321060181e+07,1.874345913714973722e+05
3.533533811569213867e+00,6.933574277976989746e+07,1.952375894815608626e+05
3.553553819656372070e+00,7.331827553728103638e+07,2.033072236432915088e+05
3.573573827743530273e+00,7.749912004762458801e+07,2.116505164775059093e+05
3.593593835830688477e+00,8.188655911314201355e+07,2.202746123746940866e+05
3.613613843917846680e+00,8.648914826618003845e+07,2.291867779527605744e+05
3.633633852005004883e+00,9.131572181125450134e+07,2.383944024707615608e+05
3.653653860092163086e+00,9.637539889621543884e+07,2.479049981974414550e+05
3.673673868179321289e+00,1.016775896085224152e+08,2.577262007333516376e+05
3.693693876266479492e+00,1.072320010927543640e+08,2.678657692853490589e+05
3.713713884353637695e+00,1.130486436852989197e+08,2.783315868922640802e+05
3.733733892440795898e+00,1.191378370618839264e+08,2.891316606005316135e+05
3.753753900527954102e+00,1.255102163938369751e+08,3.002741215885760030e+05
3.773773908615112305e+00,1.321767385083427429e+08,3.117672252387448680e+05
3.793793916702270508e+00,1.391486880482978821e+08,3.236193511555918958e+05
3.813814163208007812e+00,1.464377723666725159e+08,3.358391508759193821e+05
3.833834171295166016e+00,1.540557767026519775e+08,3.484349613212130498e+05
3.853854179382324219e+00,1.620150909261817932e+08,3.614156776379449293e+05
3.873874187469482422e+00,1.703283723671894073e+08,3.747901753888820531e+05
3.893894195556640625e+00,1.790086367928733826e+08,3.885674536038310034e+05
3.913914203643798828e+00,1.880692644605216980e+08,4.027566344510071212e+05
3.933934211730957031e+00,1.975240061341228485e+08,4.173669628464819398e+05
3.953954219818115234e+00,2.073869890588912964e+08,4.324078060005509760e+05
3.973974227905273438e+00,2.176727228881149292e+08,4.478886528998841532e+05
3.993994235992431641e+00,2.283961055564422607e+08,4.638191137243304402e+05
4.014014244079589844e+00,2.395724290936088562e+08,4.802089191972534172e+05
4.034034252166748047e+00,2.512173853725280762e+08,4.970679198682974093e+05
4.054054260253906250e+00,2.633470717855644226e+08,5.144060853274926776e+05
4.074074268341064453e+00,2.759779968426856995e+08,5.322335033496232936e+05
4.094094276428222656e+00,2.891270856850814819e+08,5.505603789677931927e+05
4.114114284515380859e+00,3.028116855077209473e+08,5.693970334751536138e+05
4.134134292602539062e+00,3.170495708843345642e+08,5.887539033537658397e+05
4.154154300689697266e+00,3.318589489880065918e+08,6.086415391295836307e+05
4.174174308776855469e+00,3.472584647007331848e+08,6.290706041525804903e+05
4.194194316864013672e+00,3.632672056049232483e+08,6.500518733010475989e+05
4.214214324951171875e+00,3.799047068500595093e+08,6.715962316091204993e+05
4.234234333038330078e+00,3.971909558873748779e+08,6.937146728166129906e+05
4.254254341125488281e+00,4.151463970654792786e+08,7.164182978402611334e+05
4.274274349212646484e+00,4.337919360798301697e+08,7.397183131655042525e+05
4.294294357299804688e+00,4.531489442687530518e+08,7.636260291579565965e+05
4.314314365386962891e+00,4.732392627486991882e+08,7.881528582937465981e+05
4.334334373474121094e+00,4.940852063815383911e+08,8.133103133079402614e+05
4.354354381561279297e+00,5.157095675663909912e+08,8.391100052602773067e+05
4.374374389648437500e+00,5.381356198485641479e+08,8.655636415174901485e+05
4.394394397735595703e+00,5.613871213381958008e+08,8.926830236515125725e+05
4.414414405822753906e+00,5.854883179310913086e+08,9.204800452528926544e+05
4.434434413909912109e+00,6.104639463242149353e+08,9.489666896587915253e+05
4.454454898834228516e+00,6.363398640343399048e+08,9.781557312566973269e+05
4.474474906921386719e+00,6.631405654672775269e+08,1.008057935540754348e+06
4.494494915008544922e+00,6.908928811452445984e+08,1.038686227399198571e+06
4.514514923095703125e+00,7.196235367658462524e+08,1.070052924708746141e+06
4.534534931182861328e+00,7.493597605611305237e+08,1.102170422431534156e+06
4.554554939270019531e+00,7.801292849225082397e+08,1.135051189819233492e+06
4.574574947357177734e+00,8.119603477675552368e+08,1.168707767528313445e+06
4.594594955444335938e+00,8.448816936411209106e+08,1.203152764646122465e+06
4.614614963531494141e+00,8.789225745433616638e+08,1.238398855627499986e+06
4.634634971618652344e+00,9.141127504772262573e+08,1.274458777141671395e+06
4.654654979705810547e+00,9.504824897080764771e+08,1.311345324829224963e+06
4.674674987792968750e+00,9.880625687280120850e+08,1.349071349969021976e+06
4.694694995880126953e+00,1.026884271917831421e+09,1.387649756054922007e+06
4.714715003967285156e+00,1.066979390899261475e+09,1.427093495282267220e+06
4.734735012054443359e+00,1.108380223570381165e+09,1.467415564944122918e+06
4.754755020141601562e+00,1.151119572817367554e+09,1.508629003737285733e+06
4.774775028228759766e+00,1.195230744895412445e+09,1.550746887978177983e+06
