0.007	-0.00453317
0.00703333	-0.00270212
0.00706667	4.44667E-005
0.0071	0.00279105
0.00713333	0.00431693
0.00716667	0.00431693
0.0072	0.00248587
0.00723333	-0.000260709
0.00726667	-0.00300729
0.0073	-0.00453317
0.00733333	-0.00453317
0.00736667	-0.00239694
0.0074	0.000349643
0.00743333	0.0034014
0.00746667	0.00492728
0.0075	0.00492728
0.00753333	0.00309622
0.00756667	4.44667E-005
0.0076	-0.00270212
0.00763333	-0.00453317
0.00766667	-0.00453317
0.0077	-0.00270212
0.00773333	0.000349643
0.00776667	0.00309622
0.0078	0.0046221
0.00783333	0.00431693
0.00786667	0.00248587
0.0079	-0.000565885
0.00793333	-0.00331247
0.00796667	-0.00453317
0.008	-0.00453317
0.00803333	-0.00270212
0.00806667	0.000349643
0.0081	0.00309622
0.00813333	0.0046221
0.00816667	0.0046221
0.0082	0.00248587
0.00823333	-0.000260709
0.00826667	-0.00331247
0.0083	-0.00483835
0.00833333	-0.00483835
0.00836667	-0.00300729
0.0084	4.44667E-005
0.00843333	0.00279105
0.00846667	0.00431693
0.0085	0.00431693
0.00853333	0.00248587
0.00856667	-0.000260709
0.0086	-0.00300729
0.00863333	-0.00453317
0.00866667	-0.00422799
0.0087	-0.00239694
0.00873333	0.000349643
0.00876667	0.00309622
0.0088	0.0046221
0.00883333	0.00431693
0.00886667	0.00248587
0.0089	-0.000565885
0.00893333	-0.00331247
0.00896667	-0.00483835
0.009	-0.00453317
0.00903333	-0.00270212
0.00906667	4.44667E-005
0.0091	0.00279105
0.00913333	0.0046221
0.00916667	0.00431693
0.0092	0.00279105
0.00923333	-0.000260709
0.00926667	-0.00300729
0.0093	-0.00453317
0.00933333	-0.00453317
0.00936667	-0.00270212
0.0094	0.000349643
0.00943333	0.00279105
0.00946667	0.0046221
0.0095	0.00431693
0.00953333	0.00248587
0.00956667	-0.000260709
0.0096	-0.00300729
0.00963333	-0.00483835
0.00966667	-0.00483835
0.0097	-0.00270212
0.00973333	0.000349643
0.00976667	0.00309622
0.0098	0.0046221
0.00983333	0.0046221
0.00986667	0.00279105
0.0099	-0.000260709
0.00993333	-0.00331247
0.00996667	-0.00483835
0.01	-0.00483835
0.0100333	-0.00270212
0.0100667	4.44667E-005
0.0101	0.00279105
0.0101333	0.00431693
0.0101667	0.00431693
0.0102	0.00248587
0.0102333	-0.000565885
0.0102667	-0.00331247
0.0103	-0.00483835
0.0103333	-0.00453317
0.0103667	-0.00270212
0.0104	4.44667E-005
0.0104333	0.00279105
0.0104667	0.0046221
0.0105	0.00431693
0.0105333	0.00248587
0.0105667	-0.000565885
0.0106	-0.00331247
0.0106333	-0.00483835
0.0106667	-0.00483835
0.0107	-0.00300729
0.0107333	4.44667E-005
0.0107667	0.00279105
0.0108	0.0046221
0.0108333	0.0046221
0.0108667	0.00279105
0.0109	-0.000260709
0.0109333	-0.00300729
0.0109667	-0.00453317
0.011	-0.00453317
