0.002	-0.000665174
0.00203333	-0.00188588
0.00206667	-0.00249623
0.0021	-0.00219105
0.00213333	-0.00127553
0.00216667	-5.4822E-005
0.0022	0.00116588
0.00223333	0.00177623
0.00226667	0.00177623
0.0023	0.00055553
0.00233333	-0.000665174
0.00236667	-0.00188588
0.0024	-0.00249623
0.00243333	-0.00219105
0.00246667	-0.00127553
0.0025	0.000250354
0.00253333	0.00147106
0.00256667	0.00208141
0.0026	0.00177623
0.00263333	0.00055553
0.00266667	-0.000665174
0.0027	-0.00188588
0.00273333	-0.00249623
0.00276667	-0.00219105
0.0028	-0.00127553
0.00283333	-5.4822E-005
0.00286667	0.00116588
0.0029	0.00177623
0.00293333	0.00147106
0.00296667	0.000250354
0.003	-0.000970349
0.00303333	-0.00219105
0.00306667	-0.0028014
0.0031	-0.00249623
0.00313333	-0.0015807
0.00316667	-5.4822E-005
0.0032	0.00116588
0.00323333	0.00177623
0.00326667	0.00177623
0.0033	0.00055553
0.00333333	-0.000665174
0.00336667	-0.00188588
0.0034	-0.00219105
0.00343333	-0.00188588
0.00346667	-0.000970349
0.0035	0.00055553
0.00353333	0.00177623
0.00356667	0.00238658
0.0036	0.00238658
0.00363333	0.00116588
0.00366667	-5.4822E-005
0.0037	-0.0015807
0.00373333	-0.00219105
0.00376667	-0.00188588
0.0038	-0.000665174
0.00383333	0.00055553
0.00386667	0.00177623
0.0039	0.00238658
0.00393333	0.00238658
0.00396667	0.00116588
0.004	-5.4822E-005
0.00403333	-0.00127553
0.00406667	-0.00188588
0.0041	-0.0015807
0.00413333	-0.000665174
0.00416667	0.000860705
0.0042	0.00177623
0.00423333	0.00238658
0.00426667	0.00238658
0.0043	0.00116588
0.00433333	-0.000359998
0.00436667	-0.0015807
0.0044	-0.00188588
0.00443333	-0.0015807
0.00446667	-0.000665174
0.0045	0.00055553
0.00453333	0.00177623
0.00456667	0.00238658
0.0046	0.00208141
0.00463333	0.000860705
0.00466667	-0.000359998
0.0047	-0.0015807
0.00473333	-0.00219105
0.00476667	-0.00188588
0.0048	-0.000970349
0.00483333	0.00055553
0.00486667	0.00177623
0.0049	0.00238658
0.00493333	0.00208141
0.00496667	0.00116588
0.005	-0.000359998
0.00503333	-0.0015807
0.00506667	-0.00219105
0.0051	-0.00188588
0.00513333	-0.000970349
0.00516667	0.00055553
0.0052	0.00147106
0.00523333	0.00208141
0.00526667	0.00177623
0.0053	0.000860705
0.00533333	-0.000359998
0.00536667	-0.00127553
0.0054	-0.00188588
0.00543333	-0.0015807
0.00546667	-0.000665174
0.0055	0.000860705
