t	Dynamometr	EMG
13.69	23.141	0.447693
13.695	23.1759	-0.604553
13.7	23.2108	-1.24725
13.705	23.2282	1.99463
13.71	23.2282	0.153198
13.715	23.2108	-2.53845
13.72	23.1585	0.194092
13.725	23.1236	1.87683
13.73	23.0713	1.57257
13.735	23.0539	0.118408
13.74	23.0539	-2.05078
13.745	23.0713	0.640869
13.75	23.0887	-0.199585
13.755	23.1062	1.12732
13.76	23.1062	0.219116
13.765	23.1062	0.547485
13.77	23.1062	0.62561
13.775	23.0887	0.182495
13.78	23.0887	0.577698
13.785	23.0887	-0.409851
13.79	23.0887	0.476685
13.795	23.0887	-0.905457
13.8	23.0887	0.86731
13.805	23.0713	-0.343933
13.81	23.0713	-2.89246
13.815	23.0539	1.03729
13.82	23.0539	2.0224
13.825	23.0539	1.53809
13.83	23.0887	-1.1319
13.835	23.1585	0.180969
13.84	23.2457	0.670471
13.845	23.3154	-0.837708
13.85	23.3677	0.611572
13.855	23.4026	0.223083
13.86	23.4549	-0.343323
13.865	23.5247	-0.60791
13.87	23.577	-1.19019
13.875	23.6119	-1.07239
13.88	23.5944	1.06171
13.885	23.5596	0.567322
13.89	23.5247	-0.155029
13.895	23.4724	-0.112915
13.9	23.4375	-2.26501
13.905	23.4026	0.332947
13.91	23.3677	0.972595
13.915	23.3329	0.345764
13.92	23.3503	-0.516357
13.925	23.3677	-0.913696
13.93	23.4026	0.141602
13.935	23.4201	-0.949402
13.94	23.4201	2.50763
13.945	23.3852	0.828552
13.95	23.3503	-0.217896
13.955	23.3329	-1.76849
13.96	23.3329	-0.281982
13.965	23.3329	1.15631
13.97	23.3154	0.148621
13.975	23.298	-0.198669
13.98	23.2806	0.0357056
13.985	23.2806	-0.722046
13.99	23.2457	0.488281
13.995	23.2108	0.0479126
14	23.141	-1.67023
14.005	23.0364	-1.07147
14.01	22.9492	0.930481
14.015	22.8795	1.20239
14.02	22.8446	-2.31232
14.025	22.8446	1.22375
14.03	22.8446	-0.0357056
14.035	22.862	-0.192261
14.04	22.862	0.49469
14.045	22.8446	-0.180359
14.05	22.8446	0.0430298
14.055	22.8446	0.530396
14.06	22.8446	-0.1651
14.065	22.8097	-1.51978
14.07	22.7225	-4.20502
14.075	22.6179	0.225525
14.08	22.5307	3.60504
14.085	22.4784	0.666504
14.09	22.4784	-0.702209
14.095	22.5307	0.237732
14.1	22.583	0.328979
14.105	22.6528	-1.10413
14.11	22.6876	-0.855408
14.115	22.74	0.368958
14.12	22.7574	1.35803
14.125	22.7748	-0.0982666
14.13	22.7923	-2.0639
14.135	22.8097	-0.239563
14.14	22.8271	0.26062
14.145	22.8446	-0.904236
14.15	22.8271	-0.263367
14.155	22.7923	-0.672302
14.16	22.7574	0.90332
14.165	22.7051	0.261536
14.17	22.6702	-0.138855
14.175	22.6702	-0.834656
14.18	22.6702	-0.988464
14.185	22.6702	-0.289307
14.19	22.6876	1.82281
14.195	22.7225	0.043335
14.2	22.7748	-1.19446
14.205	22.8271	-0.687866
14.21	22.862	-0.19043
14.215	22.8969	1.99707
14.22	22.9318	0.224609
14.225	22.9667	0.627441
14.23	23.0364	-0.507507
14.235	23.1236	0.218201
14.24	23.1759	-0.731201
14.245	23.2108	0.284424
14.25	23.2282	-0.0375366
14.255	23.2282	0.267639
14.26	23.2108	-1.14777
14.265	23.1759	0.162964
14.27	23.1236	0.319519
14.275	23.0713	-0.947266
14.28	23.0364	1.16882
14.285	23.019	0.763855
14.29	23.0364	-0.169678
14.295	23.0539	-0.144043
14.3	23.0539	0.697327
14.305	23.0539	0.198059
14.31	23.0539	-0.603943
14.315	23.0364	-0.167847
14.32	23.0015	0.409241
14.325	22.9492	-0.585327
14.33	22.8795	-2.21771
14.335	22.8271	0.740967
14.34	22.7923	2.24823
14.345	22.7748	0.284424
14.35	22.7923	-0.470276
14.355	22.8271	-2.83234
14.36	22.8446	1.46576
14.365	22.862	0.593567
14.37	22.8446	-0.357971
14.375	22.8271	-2.39807
14.38	22.8271	0.740356
14.385	22.8271	1.44684
14.39	22.8097	-0.80719
14.395	22.7748	-1.98334
14.4	22.74	1.11603
14.405	22.7225	1.34125
14.41	22.7225	0.206604
14.415	22.7051	-0.740967
14.42	22.7051	-2.56744
14.425	22.6876	0.719604
14.43	22.6876	1.99219
14.435	22.6876	0.652466
14.44	22.6702	0.164185
14.445	22.6528	0.0967407
14.45	22.6528	-1.80389
14.455	22.6528	1.2323
14.46	22.6702	-0.533752
14.465	22.6702	1.20239
14.47	22.6702	-1.18988
14.475	22.6702	0.9729
14.48	22.6702	-1.22772
14.485	22.6876	0.761719
14.49	22.6876	-1.09344
14.495	22.6876	-1.73523
14.5	22.6876	1.45782
14.505	22.6876	1.19354
14.51	22.7225	-0.320435
14.515	22.74	-2.00806
14.52	22.7748	1.17096
14.525	22.8097	1.02295
14.53	22.8271	0.141602
14.535	22.8271	-0.511169
14.54	22.8271	0.874023
14.545	22.8446	1.03424
14.55	22.8795	-1.08307
14.555	22.9318	-1.72333
14.56	22.9841	1.54022
14.565	23.0364	1.19934
14.57	23.0713	0.886841
14.575	23.1236	0.309448
14.58	23.1585	-0.764771
14.585	23.1934	-1.06018
14.59	23.2282	2.38586
14.595	23.2806	0.534973
14.6	23.3329	-1.63635
14.605	23.3852	0.630188
14.61	23.4724	1.91559
14.615	23.5421	0.265198
14.62	23.6119	-0.105591
14.625	23.6468	-0.917664
14.63	23.6642	0.158997
14.635	23.6642	-1.07849
14.64	23.6468	0.298157
14.645	23.5944	0.562439
14.65	23.5421	0.592651
14.655	23.5073	0.10376
14.66	23.5073	-0.941467
14.665	23.4898	-1.4328
14.67	23.4549	0.852356
14.675	23.3852	0.682678
14.68	23.3503	0.172119
14.685	23.3154	0.0695801
14.69	23.3154	0.371399
14.695	23.2806	-0.760498
14.7	23.2457	0.498352
14.705	23.1934	-1.16486
14.71	23.1236	1.44653
14.715	23.0887	-0.174866
14.72	23.0539	-1.16943
14.725	23.0364	0.354004
14.73	23.0015	0.279236
14.735	22.9492	0.72998
14.74	22.8969	-0.0939941
14.745	22.8446	0.901489
14.75	22.8271	-0.279541
14.755	22.8271	-1.08643
14.76	22.8271	0.211182
14.765	22.8271	0.0262451
14.77	22.8271	-1.30859
14.775	22.8271	1.01837
14.78	22.8271	-0.466309
14.785	22.8271	-0.584412
14.79	22.8097	-2.01355
14.795	22.7748	-1.33209
14.8	22.7574	2.27661
14.805	22.74	-0.253601
14.81	22.7225	-1.64154
14.815	22.7225	0.020752
14.82	22.74	1.08032
14.825	22.7574	0.267639
14.83	22.7574	0.148621
14.835	22.7748	-0.3302
14.84	22.7748	-0.241394
14.845	22.7574	-0.609436
14.85	22.74	-1.35223
14.855	22.7051	1.12152
14.86	22.6528	-0.0775146
14.865	22.6004	-0.298462
14.87	22.5656	0.561523
14.875	22.5307	-0.171814
14.88	22.5307	0.444641
14.885	22.5307	0.00244141
14.89	22.5307	1.69678
14.895	22.5307	0.209656
14.9	22.5481	-0.294189
14.905	22.5481	-0.455322
14.91	22.5481	-1.72852
14.915	22.5481	-0.712585
14.92	22.5307	-0.769043
14.925	22.5133	-3.63983
14.93	22.4958	4.46655
14.935	22.4958	1.56982
14.94	22.4958	0.100708
14.945	22.5133	0.0198364
14.95	22.5307	-0.316467
14.955	22.5481	-0.733032
14.96	22.5481	-0.828857
14.965	22.5481	0.764771
14.97	22.5481	-0.730896
14.975	22.5307	-0.4953
14.98	22.5307	1.22498
14.985	22.5307	-0.164795
14.99	22.5481	-0.516968
14.995	22.5656	-0.68512
15	22.6004	0.781555
15.005	22.6528	0.685425
15.01	22.6702	0.245667
15.015	22.7051	0.389404
15.02	22.74	-0.426331
15.025	22.74	0.170288
15.03	22.74	-0.444946
15.035	22.7051	-1.97571
15.04	22.6702	0.579224
15.045	22.6179	0.456238
15.05	22.6004	2.07489
15.055	22.583	0.874023
15.06	22.6004	0.648499
15.065	22.6353	-0.181885
15.07	22.6702	-0.813904
15.075	22.74	0.914612
15.08	22.7748	0.23407
15.085	22.7923	0.177307
15.09	22.7748	0.0189209
15.095	22.7574	-1.10321
15.1	22.7225	-0.0726318
15.105	22.6528	0.776367
15.11	22.5481	-0.0958252
15.115	22.4435	-0.447388
15.12	22.3389	-1.8045
15.125	22.2866	3.32153
15.13	22.2517	0.316162
15.135	22.2342	0.944824
15.14	22.2342	-0.340271
15.145	22.2342	-0.0949097
15.15	22.2342	-0.97229
15.155	22.2691	0.255737
15.16	22.2866	0.273438
15.165	22.304	0.109558
15.17	22.304	-0.601196
15.175	22.304	-0.780334
15.18	22.2691	0.325928
15.185	22.2342	0.521851
15.19	22.2168	-0.630798
15.195	22.1819	-1.0907
15.2	22.1296	2.10907
15.205	22.0773	0.260315
15.21	22.025	-1.71844
15.215	22.0075	0.924072
15.22	21.9901	0.940857
15.225	22.0075	-0.1828
15.23	22.025	-1.38672
15.235	22.0424	0.884399
15.24	22.0424	-0.673828
15.245	22.0598	-1.07483
15.25	22.0773	2.60071
15.255	22.0773	0.896301
15.26	22.0947	0.0338745
15.265	22.1122	-2.20154
15.27	22.147	-0.26001
15.275	22.1645	0.658875
15.28	22.1645	0.2005
15.285	22.147	0.303345
15.29	22.1296	-1.05103
15.295	22.1122	-1.14288
15.3	22.0773	1.16028
15.305	22.0424	-0.124817
15.31	22.0075	0.122375
15.315	21.9901	-0.825195
15.32	21.9727	0.729065
15.325	21.9901	0.0640869
15.33	22.0075	-0.145569
15.335	22.0075	-0.38269
15.34	22.025	-0.714417
15.345	22.0598	-0.680542
15.35	22.0773	-1.17859
15.355	22.0773	1.09589
15.36	22.0598	1.17065
15.365	22.0424	-0.372009
15.37	22.0424	-0.507813
15.375	22.0598	-1.02234
15.38	22.0947	0.0482178
15.385	22.147	-0.265808
15.39	22.1819	-0.665283
15.395	22.2168	1.716
15.4	22.2342	1.80664
15.405	22.2691	-0.0830078
15.41	22.3389	-0.286865
15.415	22.4086	0.90271
15.42	22.4958	-0.340271
15.425	22.5481	-1.4151
15.43	22.583	2.23267
15.435	22.6179	0.232544
15.44	22.6353	-0.52887
15.445	22.6702	-0.258179
15.45	22.6702	-0.445557
15.455	22.6702	0.999451
15.46	22.6528	0.271301
15.465	22.6353	0.413818
15.47	22.6179	-0.293579
15.475	22.583	-0.829468
15.48	22.5307	-0.701904
15.485	22.4784	-0.22644
15.49	22.4435	-2.31812
15.495	22.4086	0.770874
15.5	22.3737	1.97418
15.505	22.3737	-0.739136
15.51	22.3737	-0.083313
15.515	22.3912	-1.1972
15.52	22.4086	-1.14014
15.525	22.4261	1.586
15.53	22.4435	0.329285
15.535	22.4609	-0.492249
15.54	22.4958	-0.144958
15.545	22.4958	-0.039978
15.55	22.4784	-0.0601196
15.555	22.4435	-1.74713
15.56	22.3737	-2.11426
15.565	22.304	2.27631
15.57	22.2517	0.0540161
15.575	22.2342	1.07849
15.58	22.2342	-0.113525
15.585	22.2342	0.171509
15.59	22.2342	-0.852661
15.595	22.2517	0.599365
15.6	22.2517	-0.0674438
15.605	22.2517	-1.5567
15.61	22.2517	-0.124817
15.615	22.2517	0.713501
15.62	22.2691	-1.04309
15.625	22.304	-0.853882
15.63	22.3214	1.26251
15.635	22.3737	0.722351
15.64	22.4086	0.227051
15.645	22.4609	-0.118408
15.65	22.4784	-1.16669
15.655	22.4784	-0.536804
15.66	22.4261	1.56342
15.665	22.3737	0.269775
15.67	22.3214	-1.16547
15.675	22.2866	0.00518799
15.68	22.2866	-0.363464
15.685	22.2866	0.583496
15.69	22.304	0.707703
15.695	22.304	0.700378
15.7	22.304	0.065918
15.705	22.3214	-0.220337
15.71	22.3389	-0.211487
15.715	22.3563	-1.82281
15.72	22.3737	-0.0283813
15.725	22.3563	1.49323
15.73	22.3214	0.0115967
15.735	22.304	-2.22656
15.74	22.2866	-0.13031
15.745	22.2866	2.84943
15.75	22.2866	0.314331
15.755	22.304	-0.36499
15.76	22.304	-0.47699
15.765	22.2866	0.357056
15.77	22.2691	-0.071106
15.775	22.2517	-0.814819
15.78	22.2342	-3.08655
15.785	22.1994	0.372314
15.79	22.1819	1.93512
15.795	22.1645	-0.0918579
15.8	22.1819	0.00671387
15.805	22.1994	-1.00098
15.81	22.2342	0.85022
15.815	22.2517	1.24939
15.82	22.2691	0.0640869
15.825	22.2691	-0.0405884
15.83	22.2517	-0.390625
15.835	22.2517	-0.982666
15.84	22.2342	-0.410767
15.845	22.1994	0.818787
15.85	22.1296	0.269775
15.855	22.0424	-0.286865
15.86	22.0075	-0.690308
15.865	22.0075	0.34729
15.87	22.0075	1.14838
15.875	22.0075	0.443726
15.88	22.0075	0.747375
15.885	22.025	1.44562
15.89	22.025	0.18219
15.895	22.0598	-0.839233
15.9	22.0947	-0.706177
15.905	22.1122	2.17957
15.91	22.1296	-0.09552
15.915	22.1296	-0.603333
15.92	22.1122	-1.11572
15.925	22.0773	1.0141
15.93	22.0598	0.763855
15.935	22.025	-0.693665
15.94	22.0075	-1.48285
15.945	21.9727	0.479126
15.95	21.9378	1.76849
15.955	21.8855	-0.829468
15.96	21.8506	-2.2644
15.965	21.8157	2.40662
15.97	21.7808	0.161133
15.975	21.746	0.441284
15.98	21.7285	0.556641
15.985	21.7285	-0.209961
15.99	21.7285	0.2771
15.995	21.7285	-0.455933
16	21.7285	-0.0762939
16.005	21.7285	-0.153198
16.01	21.7285	-2.46094
16.015	21.7285	-0.411072
16.02	21.7111	1.58813
16.025	21.6936	-0.322266
16.03	21.6936	-2.69867
16.035	21.6936	0.466003
16.04	21.7111	0.875549
16.045	21.7111	2.56378
16.05	21.7285	0.284119
16.055	21.746	-0.0982666
16.06	21.7634	-1.31439
16.065	21.7808	-0.842285
16.07	21.7808	1.68121
16.075	21.7634	0.0143433
16.08	21.746	0.205078
16.085	21.746	-1.73401
16.09	21.7808	0.360107
16.095	21.8157	2.1405
16.1	21.8506	0.417175
16.105	21.868	-2.33276
16.11	21.868	0.0238037
16.115	21.868	1.13983
16.12	21.868	-0.115662
16.125	21.868	-0.105896
16.13	21.868	0.519714
16.135	21.8506	0.118713
16.14	21.8506	-1.35773
16.145	21.8331	-2.07642
16.15	21.8331	1.41327
16.155	21.8331	2.88879
16.16	21.8506	0.354309
16.165	21.868	-0.39917
16.17	21.9203	0.600586
16.175	21.9727	0.239868
16.18	22.025	0.352173
16.185	22.0424	-1.30127
16.19	22.025	1.3089
16.195	21.9727	1.2149
16.2	21.8855	-0.227051
16.205	21.8331	-0.474854
16.21	21.7808	0.700378
16.215	21.746	-0.674744
16.22	21.7111	-2.20184
16.225	21.6762	0.39917
16.23	21.6588	2.63367
16.235	21.6588	0.629272
16.24	21.6762	-1.75476
16.245	21.6936	0.724792
16.25	21.7285	-1.521
16.255	21.746	0.888672
16.26	21.746	0.500183
16.265	21.746	0.245667
16.27	21.746	-0.274353
16.275	21.746	-1.73767
16.28	21.746	-0.856018
16.285	21.7285	0.0582886
16.29	21.6936	-0.675964
16.295	21.6762	1.43829
16.3	21.6588	1.24786
16.305	21.6413	0.349426
16.31	21.6762	-0.0793457
16.315	21.7111	0.126953
16.32	21.746	-1.44348
16.325	21.746	-0.74646
16.33	21.7285	0.0384521
16.335	21.7111	0.121765
16.34	21.6936	0.585632
16.345	21.6936	-0.574646
16.35	21.6762	-3.59619
16.355	21.6762	2.75879
16.36	21.6588	2.23755
16.365	21.6588	0.431824
16.37	21.6413	-0.308228
16.375	21.6413	-0.210266
16.38	21.6588	0.223083
16.385	21.6588	-0.466003
16.39	21.6588	-1.33698
16.395	21.6413	-2.39014
16.4	21.6064	2.25586
16.405	21.5716	0.124817
16.41	21.5367	-0.506287
16.415	21.5367	-0.676575
16.42	21.5367	0.145264
16.425	21.5367	-0.7901
16.43	21.5367	0.62561
16.435	21.5367	1.13739
16.44	21.5541	0.180969
16.445	21.5716	-0.0231934
16.45	21.6064	-0.403137
16.455	21.6239	0.396729
16.46	21.6413	-0.404968
16.465	21.6239	0.331726
16.47	21.6064	-0.027771
16.475	21.5716	-0.253906
16.48	21.5541	-0.448914
16.485	21.5193	-0.861511
16.49	21.4844	0.718384
16.495	21.4146	0.529785
16.5	21.31	-0.530701
16.505	21.2228	3.56873
16.51	21.153	0.820923
16.515	21.1182	-0.437317
16.52	21.0833	-0.118103
16.525	21.0658	0.479431
16.53	21.0484	0.889282
16.535	21.0135	0.114441
16.54	20.9787	-0.479126
16.545	20.9438	-0.0674438
16.55	20.8915	0.0585938
16.555	20.8043	-0.372314
16.56	20.6996	-0.820313
16.565	20.5601	0.21637
16.57	20.4206	0.468445
16.575	20.2811	-0.0576782
16.58	20.1765	-1.71539
16.585	20.0893	0.724487
16.59	20.037	1.69708
16.595	20.0195	-0.594177
16.6	20.0195	0.58075
16.605	20.0195	0.264893
16.61	20.0544	0.142212
16.615	20.0893	0.809937
16.62	20.1242	-0.337524
16.625	20.1765	-0.498047
16.63	20.1939	-1.73981
16.635	20.1939	-0.823059
16.64	20.1939	-2.03369
16.645	20.2114	3.37982
16.65	20.2288	0.655823
16.655	20.2985	0.093689
16.66	20.3857	-0.325012
16.665	20.4904	-0.230713
16.67	20.5776	0.565491
16.675	20.595	-0.229492
16.68	20.595	-0.955505
16.685	20.5776	-0.374146
16.69	20.5601	0.934448
16.695	20.5601	-0.508423
16.7	20.5601	0.527649
16.705	20.5776	1.4032
16.71	20.6299	1.20117
16.715	20.7171	0.617065
16.72	20.8043	-1.51215
16.725	20.9089	1.44012
16.73	20.9787	1.03455
16.735	21.0484	0.632019
16.74	21.0833	-1.00861
16.745	21.1182	-0.132141
16.75	21.1356	-2.07153
16.755	21.1356	-1.1908
16.76	21.1356	1.8927
16.765	21.1356	0.793762
16.77	21.1705	-1.01593
16.775	21.2228	-0.228882
16.78	21.31	1.33667
16.785	21.4146	-0.202026
16.79	21.4844	1.75415
16.795	21.5367	0.422363
16.8	21.5541	-1.33148
16.805	21.5716	1.01715
16.81	21.5716	-0.532837
16.815	21.589	0.5896
16.82	21.6064	-0.0814819
16.825	21.6588	0.363464
16.83	21.6936	0.34729
16.835	21.7285	-0.133057
16.84	21.7285	-0.747375
16.845	21.7111	-0.713501
16.85	21.6762	1.10107
16.855	21.6413	0.875244
16.86	21.589	-1.00281
16.865	21.5716	-0.456848
16.87	21.5541	-0.189819
16.875	21.5367	-0.383911
16.88	21.5367	1.32599
16.885	21.5367	0.461121
16.89	21.5367	-0.276794
16.895	21.5367	-0.246887
16.9	21.5367	-0.244446
16.905	21.5367	-0.098877
16.91	21.5018	0.132751
16.915	21.4669	0.37323
16.92	21.3797	-0.280151
16.925	21.2926	-0.327454
16.93	21.2054	-0.509033
16.935	21.1182	0.866394
16.94	21.0135	-3.25226
16.945	20.9438	2.48627
16.95	20.8915	0.973206
16.955	20.8915	-0.444336
16.96	20.8915	-1.41602
16.965	20.8915	1.09344
16.97	20.874	1.36322
16.975	20.8566	-0.739746
16.98	20.8391	0.722961
16.985	20.8217	0.503235
16.99	20.8217	-0.837097
16.995	20.7868	-0.822144
17	20.752	0.0112915
17.005	20.6822	-1.63635
17.01	20.6299	0.953369
17.015	20.5601	1.06842
17.02	20.5078	-0.227661
17.025	20.4729	-0.196228
17.03	20.4555	-0.312195
17.035	20.4381	-0.437927
17.04	20.4206	-0.761719
17.045	20.3857	0.0311279
17.05	20.316	-1.17706
17.055	20.2637	1.29303
17.06	20.2288	-0.780029
17.065	20.1939	-1.95282
17.07	20.159	3.29407
17.075	20.1067	1.80603
17.08	20.0718	-0.0527954
17.085	20.0544	-0.798645
17.09	20.0544	0.798035
17.095	20.0544	0.263062
17.1	20.037	-0.356445
17.105	20.037	-0.512085
17.11	20.037	0.413208
17.115	20.0544	-0.39978
17.12	20.0544	-1.11389
17.125	20.0718	0.100098
17.13	20.1067	0.870361
17.135	20.159	-0.943909
17.14	20.1939	-0.180054
17.145	20.2114	-1.25366
17.15	20.2114	0.979614
17.155	20.1939	0.787354
17.16	20.1765	0.765991
17.165	20.1765	0.162048
17.17	20.1765	-0.179443
17.175	20.1765	-0.912476
17.18	20.1939	-0.289307
17.185	20.2114	1.37299
17.19	20.2288	0.489502
17.195	20.2288	-0.117798
17.2	20.2288	-0.03479
17.205	20.2288	-0.130615
17.21	20.2288	-0.733643
17.215	20.2288	0.377197
17.22	20.1939	0.463867
17.225	20.159	-0.567322
17.23	20.1242	0.308228
17.235	20.1242	-0.843201
17.24	20.1242	-0.782471
17.245	20.1416	1.73889
17.25	20.1765	0.580444
17.255	20.1939	0.630798
17.26	20.2114	0.0161743
17.265	20.2462	-0.408325
17.27	20.2637	-0.699768
17.275	20.2985	-0.254517
17.28	20.2985	0.0933838
17.285	20.2985	-1.75354
17.29	20.316	-1.35986
17.295	20.3334	1.84021
17.3	20.3509	0.397339
17.305	20.3683	-0.244751
17.31	20.4032	-2.96631
17.315	20.4381	2.01416
17.32	20.4555	1.02966
17.325	20.4555	-0.0350952
17.33	20.4555	-0.79071
17.335	20.4555	0.0531006
17.34	20.4555	0.311279
17.345	20.4381	-0.135193
17.35	20.4381	-1.29089
17.355	20.4206	-0.19104
17.36	20.4206	-0.990295
17.365	20.4032	-0.537415
17.37	20.3683	0.150452
17.375	20.3334	-0.696106
17.38	20.316	1.53351
17.385	20.316	0.120239
17.39	20.3334	-0.331116
17.395	20.3683	0.249939
17.4	20.4032	0.260925
17.405	20.4206	-0.770264
17.41	20.4206	-1.24542
17.415	20.4032	0.961304
17.42	20.3857	0.806885
17.425	20.3683	-0.236206
17.43	20.3509	-0.137939
17.435	20.316	0.419312
17.44	20.2985	-0.87738
17.445	20.2637	0.9375
17.45	20.2288	-0.0778198
17.455	20.1765	0.107117
17.46	20.1416	-2.4411
17.465	20.1067	-1.53717
17.47	20.0893	3.22845
17.475	20.0893	0.846252
17.48	20.1242	-0.152893
17.485	20.1765	-0.498352
17.49	20.2114	0.0640869
17.495	20.2288	-0.272522
17.5	20.2288	0.116577
17.505	20.2288	-0.186462
17.51	20.2288	0.0775146
17.515	20.2288	-0.739441
17.52	20.2114	-2.03278
17.525	20.1939	0.486145
17.53	20.1416	3.46313
17.535	20.1242	1.30859
17.54	20.1242	-0.725403
17.545	20.159	-0.0872803
17.55	20.2288	0.491333
17.555	20.2811	0.316467
17.56	20.316	-0.0439453
17.565	20.3334	0.0292969
17.57	20.3509	-0.539246
17.575	20.3509	-0.272217
17.58	20.316	-0.0405884
17.585	20.2811	-2.23328
17.59	20.2288	1.74591
17.595	20.1939	0.032959
17.6	20.159	0.53894
17.605	20.159	-2.01721
17.61	20.159	2.14233
17.615	20.1765	0.65155
17.62	20.2114	0.288391
17.625	20.2637	-0.471191
17.63	20.316	-0.258484
17.635	20.3334	-0.354309
17.64	20.3509	-0.741272
17.645	20.3509	-0.403137
17.65	20.3509	0.553589
17.655	20.3509	-0.42511
17.66	20.3509	-0.379639
17.665	20.3683	-1.98975
17.67	20.3857	0.996094
17.675	20.4206	1.84052
17.68	20.4729	0.711975
17.685	20.5253	-0.0964355
17.69	20.5776	0.137634
17.695	20.6299	-0.897217
17.7	20.6648	0.0262451
17.705	20.6648	-0.317383
17.71	20.6473	0.13855
17.715	20.6473	-0.800171
17.72	20.6473	0.431519
17.725	20.6648	-0.454102
17.73	20.6648	-1.91193
17.735	20.6822	0.82489
17.74	20.6822	3.98132
17.745	20.7171	0.879822
17.75	20.752	0.205383
17.755	20.8217	0.192566
17.76	20.874	-0.166931
17.765	20.9089	-0.168152
17.77	20.9089	-1.14105
17.775	20.9089	-0.444641
17.78	20.9089	-1.24023
17.785	20.9089	1.60919
17.79	20.9089	-0.53894
17.795	20.8915	-0.67688
17.8	20.8391	-0.848389
17.805	20.8043	2.00745
17.81	20.7694	1.67145
17.815	20.752	0.982971
17.82	20.7345	-0.316162
17.825	20.752	-0.383606
17.83	20.752	-0.0204468
17.835	20.752	-0.571594
17.84	20.7345	0.720825
17.845	20.6996	0.0360107
17.85	20.6648	-1.79321
17.855	20.6473	1.05042
17.86	20.6299	0.937805
17.865	20.6124	0.291748
17.87	20.5776	-1.67786
17.875	20.5427	2.69257
17.88	20.5427	0.916443
17.885	20.5253	-0.777588
17.89	20.5427	0.704041
17.895	20.5427	-0.0735474
17.9	20.5427	-0.74707
17.905	20.5427	1.3324
17.91	20.5427	0.6073
17.915	20.5253	-0.0305176
17.92	20.5253	-1.18439
17.925	20.5253	1.42944
17.93	20.5427	0.170288
17.935	20.5601	-0.085144
17.94	20.5601	-1.7511
17.945	20.5601	-1.65863
17.95	20.5776	2.21497
17.955	20.6124	0.649109
17.96	20.6473	-0.470581
17.965	20.6822	-0.134888
17.97	20.6996	0.46814
17.975	20.7171	-0.811157
17.98	20.7171	-0.906372
17.985	20.7171	-1.30035
17.99	20.7345	1.16211
17.995	20.7345	0.809326
18	20.7345	-0.0942993
18.005	20.7171	-1.56921
18.01	20.7171	-0.903931
18.015	20.6996	0.666199
18.02	20.6822	1.7099
18.025	20.6648	-1.33057
18.03	20.6648	-0.340271
18.035	20.6648	-0.133362
18.04	20.6822	1.91681
18.045	20.6996	0.352783
18.05	20.7345	0.615234
18.055	20.7868	-0.0167847
18.06	20.8043	-0.342407
18.065	20.7868	-1.71112
18.07	20.7694	0.583496
18.075	20.7345	0.612793
18.08	20.6996	0.799255
18.085	20.6648	-0.0119019
18.09	20.6473	0.572205
18.095	20.6473	-0.793152
18.1	20.6473	0.531921
18.105	20.6648	1.47858
18.11	20.6648	-0.202332
18.115	20.6299	-1.02539
18.12	20.595	-0.377502
18.125	20.5601	-0.641479
18.13	20.5253	0.0982666
18.135	20.4729	-0.68512
18.14	20.4555	0.665588
18.145	20.4381	0.594788
18.15	20.4381	0.703125
18.155	20.4206	-1.86432
18.16	20.4206	1.20941
18.165	20.4381	0.472412
18.17	20.4381	0.137634
18.175	20.4381	0.050354
18.18	20.4206	-0.579224
18.185	20.4032	0.0561523
18.19	20.3683	-0.323486
18.195	20.316	-0.791626
18.2	20.2811	-0.912781
18.205	20.2288	-2.742
18.21	20.2288	1.86035
18.215	20.2288	3.30811
18.22	20.2288	-0.737
18.225	20.2462	-1.26953
18.23	20.2637	1.6684
18.235	20.2985	-0.253906
18.24	20.3509	-0.273132
18.245	20.4032	0.678101
18.25	20.4206	0.562134
18.255	20.4206	-0.062561
18.26	20.4381	-1.00677
18.265	20.4206	-0.158386
18.27	20.4032	-0.229797
18.275	20.3857	-0.30426
18.28	20.3334	-0.196838
18.285	20.2985	0.0112915
18.29	20.2637	0.175781
18.295	20.2462	0.286255
18.3	20.2288	-1.3858
18.305	20.1939	0.363464
18.31	20.159	0.816345
18.315	20.1416	0.090332
18.32	20.1416	-1.32111
18.325	20.159	-1.43036
18.33	20.159	0.862122
18.335	20.159	0.828247
18.34	20.1416	-0.643005
18.345	20.1242	-0.5896
18.35	20.1242	-1.89514
18.355	20.1242	1.31073
18.36	20.1416	-0.0991821
18.365	20.159	1.30524
18.37	20.1416	-1.35132
18.375	20.1416	0.548096
18.38	20.1416	1.25183
18.385	20.1416	-0.315552
18.39	20.1242	-0.264587
18.395	20.0893	-0.552368
18.4	20.0544	-0.7547
18.405	20.0021	0.379333
18.41	19.9672	0.106812
18.415	19.9498	-0.410156
18.42	19.9323	0.267639
18.425	19.9149	0.387573
18.43	19.9149	-0.491028
18.435	19.9149	0.352478
18.44	19.8975	0.506287
18.445	19.8975	-0.0164795
18.45	19.8975	-0.0985718
18.455	19.8975	0.117188
18.46	19.8975	-0.606689
18.465	19.88	-3.59589
18.47	19.8451	1.85333
18.475	19.7754	1.78345
18.48	19.7231	-0.180969
18.485	19.7056	-0.813599
18.49	19.7231	0.152283
18.495	19.7405	1.66779
18.5	19.758	0.972595
18.505	19.7754	-0.65094
18.51	19.7928	0.523682
18.515	19.8103	-0.376587
18.52	19.8103	-0.223389
