t	Dynamometr	EMG
0.47	17.8397	0.0714111
0.475	18.4501	0.248718
0.48	19.0081	-0.169373
0.485	19.5138	0.0717163
0.49	19.8975	0.0265503
0.495	20.1939	0.178528
0.5	20.4381	-0.354004
0.505	20.6648	0.86792
0.51	20.8915	-0.107727
0.515	21.1356	0.301514
0.52	21.3623	-0.00152588
0.525	21.5541	0.0646973
0.53	21.746	-0.0930786
0.535	21.9552	0.0109863
0.54	22.1819	0.0238037
0.545	22.4609	0.669861
0.55	22.7574	-0.64209
0.555	23.019	0.35614
0.56	23.2457	0.198975
0.565	23.4549	-0.30426
0.57	23.6468	0.0845337
0.575	23.8386	-0.255737
0.58	23.9607	-0.250549
0.585	24.0479	0.278015
0.59	24.1002	-0.493164
0.595	24.1874	-0.761414
0.6	24.3269	0.364685
0.605	24.5013	0.105591
0.61	24.6931	-0.351868
0.615	24.8675	0.419312
0.62	25.0244	0.00579834
0.625	25.2162	-0.86853
0.63	25.3906	0.777893
0.635	25.5824	0.142212
0.64	25.7394	-0.108032
0.645	25.8789	0.0753784
0.65	25.9835	0.337524
0.655	26.0882	-0.282898
0.66	26.1754	-0.302734
0.665	26.2626	-0.123901
0.67	26.3323	0.242615
0.675	26.3846	0.0924683
0.68	26.4544	-0.165405
0.685	26.5241	0.195923
0.69	26.5939	0.289612
0.695	26.6811	-0.0775146
0.7	26.7683	-0.561523
0.705	26.8729	0.537415
0.71	26.9775	-0.0817871
0.715	27.0647	-1.14655
0.72	27.1519	1.13647
0.725	27.2391	0.0131226
0.73	27.3263	-0.306702
0.735	27.4309	-0.283203
0.74	27.553	-0.24353
0.745	27.6576	-0.315857
0.75	27.7797	-0.0930786
0.755	27.9018	0.853577
0.76	28.0239	-0.349731
0.765	28.1285	0.350342
0.77	28.2157	-0.484314
0.775	28.2854	-0.0845337
0.78	28.3726	-0.563049
0.785	28.4424	-0.263062
0.79	28.4947	0.0164795
0.795	28.5296	-0.351257
0.8	28.547	0.372314
0.805	28.5819	-0.0787354
0.81	28.6168	0.205688
0.815	28.6691	-0.140686
0.82	28.7214	-0.386353
0.825	28.7737	-0.462952
0.83	28.826	0.856934
0.835	28.8958	0.126648
0.84	28.9481	0.390015
0.845	29.0004	0.403442
0.85	29.0702	-0.214233
0.855	29.1225	0.0637817
0.86	29.1574	-0.368652
0.865	29.1922	0.336304
0.87	29.2271	0.0506592
0.875	29.262	0.134888
0.88	29.2969	-0.223694
0.885	29.3492	-0.32074
0.89	29.4189	0.614624
0.895	29.4713	-0.177307
0.9	29.5061	-1.26404
0.905	29.541	-0.0793457
0.91	29.5585	0.195618
0.915	29.5933	-0.0946045
0.92	29.6456	-0.472107
0.925	29.698	-0.445862
0.93	29.7677	-0.00701904
0.935	29.8723	0.72998
0.94	29.9944	-0.118713
0.945	30.1165	0.12146
0.95	30.2386	-1.06171
0.955	30.3432	0.314941
0.96	30.4304	-0.611877
0.965	30.4827	0.217896
0.97	30.535	0.707703
0.975	30.5525	-0.0628662
0.98	30.5873	-0.0930786
0.985	30.5873	0.18219
0.99	30.6048	-0.0540161
0.995	30.5873	0.359497
1	30.5699	0.621338
1.005	30.5525	-0.498047
1.01	30.5525	-0.595093
1.015	30.5699	0.602722
1.02	30.5873	0.498657
1.025	30.6222	0.00946045
1.03	30.6571	0.35614
1.035	30.7094	-0.941772
1.04	30.7443	-0.0827026
1.045	30.7443	0.325928
1.05	30.7443	0.658875
1.055	30.7268	-0.578918
1.06	30.7094	-0.553284
1.065	30.7094	-0.481567
1.07	30.692	0.310669
1.075	30.692	-0.0793457
1.08	30.7443	0.109863
1.085	30.814	-0.514526
1.09	30.8838	-0.078125
1.095	30.9361	0.169678
1.1	30.9535	-0.718384
1.105	30.9361	0.334167
1.11	30.9012	-0.717773
1.115	30.8489	-0.609131
1.12	30.814	-0.226746
1.125	30.7792	0.492249
1.13	30.7617	-0.146484
1.135	30.7443	-0.0271606
1.14	30.7443	0.635071
1.145	30.7268	0.0534058
1.15	30.7268	-0.0387573
1.155	30.7094	-0.417175
1.16	30.692	0.179138
1.165	30.6745	-0.136108
1.17	30.6571	-0.474243
1.175	30.6396	-0.0866699
1.18	30.6048	0.342102
1.185	30.5873	-0.481262
1.19	30.5525	0.897522
1.195	30.5001	0.0662231
1.2	30.4827	-0.563049
1.205	30.4653	0.44342
1.21	30.4653	0.14679
1.215	30.4653	0.088501
1.22	30.4653	-0.444031
1.225	30.4653	0.287476
1.23	30.4827	-0.160217
1.235	30.4827	-0.310974
1.24	30.4827	0.414734
1.245	30.4827	-0.496826
1.25	30.4653	-0.248108
1.255	30.4304	0.509949
1.26	30.3955	0.177307
1.265	30.3781	-0.285034
1.27	30.3606	-0.0793457
1.275	30.3432	-0.26886
1.28	30.3432	0.250854
1.285	30.3258	-0.451965
1.29	30.3258	-0.0366211
1.295	30.3083	0.155334
1.3	30.2909	0.348206
1.305	30.2734	-0.228577
1.31	30.2386	0.490417
1.315	30.1862	0.531006
1.32	30.1514	-0.249939
1.325	30.1339	-0.508423
1.33	30.1339	0.203552
1.335	30.1339	-0.012207
1.34	30.1165	0.134888
1.345	30.0991	0.229797
1.35	30.0991	0.0823975
1.355	30.0816	-0.509644
1.36	30.0816	1.17279
1.365	30.0816	0.491943
1.37	30.0816	-0.178223
1.375	30.0816	-0.707397
1.38	30.0467	0.110474
1.385	30.0293	0.135803
1.39	30.0293	-0.785522
1.395	30.0119	0.63446
1.4	30.0119	-0.0106812
1.405	30.0119	0.170593
1.41	29.9944	-0.486145
1.415	29.9944	0.568848
1.42	29.9944	-0.187378
1.425	29.9944	0.378723
1.43	30.0119	-0.24353
1.435	30.0119	-0.423889
1.44	30.0119	0.133667
1.445	30.0119	-0.268555
1.45	30.0119	-0.255127
1.455	29.9944	0.512695
1.46	29.977	-0.646667
1.465	29.9595	0.547791
1.47	29.9247	-0.619202
1.475	29.9072	0.280762
1.48	29.9072	-0.180664
1.485	29.9247	0.158081
1.49	29.9421	0.181274
1.495	29.977	0.136719
1.5	29.977	-0.17395
1.505	29.9944	0.105591
1.51	30.0119	-0.0253296
1.515	30.0119	-1.00311
1.52	30.0119	0.869141
1.525	30.0119	-0.348816
1.53	30.0293	-0.27771
1.535	30.0293	0.800781
1.54	30.0119	0.108643
1.545	30.0119	-0.172729
1.55	29.9944	-0.371399
1.555	29.977	0.923157
1.56	29.977	-0.549927
1.565	29.9944	-0.510559
1.57	29.9944	0.0457764
1.575	29.9944	0.39093
1.58	30.0119	-0.33783
1.585	30.0293	0.289307
1.59	30.0467	-0.652161
1.595	30.0642	-0.19989
1.6	30.0816	0.533752
1.605	30.0816	0.0366211
1.61	30.0642	-0.612183
1.615	30.0467	0.263977
1.62	30.0293	0.539551
1.625	30.0293	0.0860596
1.63	30.0293	-0.106812
1.635	30.0467	-0.0393677
1.64	30.0642	-0.0802612
1.645	30.0816	0.0549316
1.65	30.0991	-0.490723
1.655	30.1339	0.270691
1.66	30.1688	0.357361
1.665	30.2037	-0.115051
1.67	30.2037	-0.403137
1.675	30.2037	-0.895691
1.68	30.1862	-0.0402832
1.685	30.1862	0.102844
1.69	30.1688	0.594482
1.695	30.1688	0.671082
1.7	30.1688	0.0494385
1.705	30.1688	0.0546265
1.71	30.1688	0.0646973
1.715	30.1688	-1.09436
1.72	30.1862	0.628967
1.725	30.2386	-0.374146
1.73	30.2734	0.491638
1.735	30.3083	-0.175781
1.74	30.3258	-0.385437
1.745	30.3258	0.853271
1.75	30.3432	0.393982
1.755	30.3432	0.72998
1.76	30.3606	-0.357361
1.765	30.3781	-0.0985718
1.77	30.3955	0.207825
1.775	30.4129	0.643311
1.78	30.4304	0.264893
1.785	30.4304	-0.397949
1.79	30.4478	-0.157471
1.795	30.4478	0.154419
1.8	30.4478	0.0448608
1.805	30.4304	-0.0598145
1.81	30.4304	0.408936
1.815	30.4478	0.15564
1.82	30.4827	-0.237732
1.825	30.5176	0.588989
1.83	30.5525	-0.0128174
1.835	30.6048	-0.340881
1.84	30.6571	0.575867
1.845	30.7443	-0.215149
1.85	30.8315	0.221252
1.855	30.9535	-0.0820923
1.86	31.0582	0.61676
1.865	31.1454	0.232544
1.87	31.2151	0.375366
1.875	31.2849	-0.499573
1.88	31.3546	-0.28595
1.885	31.4244	0.264282
1.89	31.5116	0.249023
1.895	31.5988	-0.292969
1.9	31.686	-1.01837
1.905	31.7732	-0.509949
1.91	31.8429	-0.193176
1.915	31.8952	-0.0888062
1.92	31.965	-0.057373
1.925	32.0522	0.304871
1.93	32.1219	0.448608
1.935	32.2091	-0.436401
1.94	32.3138	1.2561
1.945	32.4184	-0.577393
1.95	32.523	-0.473938
1.955	32.5753	-0.307312
1.96	32.6277	0.410461
1.965	32.6974	-0.375977
1.97	32.802	0.483398
1.975	32.9241	-0.067749
1.98	33.0462	-0.217285
1.985	33.1508	-0.453186
1.99	33.238	-0.0769043
1.995	33.3426	0.118103
2	33.4647	-0.576782
2.005	33.6042	1.39771
2.01	33.7437	0.484619
2.015	33.8832	0.36499
2.02	34.0402	-0.71106
2.025	34.1797	-0.0799561
2.03	34.3192	0.682678
2.035	34.4238	-0.49469
2.04	34.4936	0.275879
2.045	34.5459	0.293579
2.05	34.5982	-0.640869
2.055	34.668	-0.0875854
2.06	34.7203	0.239258
2.065	34.7552	-0.104675
2.07	34.8075	0.55542
2.075	34.8249	-0.219421
2.08	34.8424	0.123901
2.085	34.8424	-0.257263
2.09	34.8249	0.531616
2.095	34.8424	-0.378723
2.1	34.8598	-0.632324
2.105	34.8598	0.604248
2.11	34.8424	-0.457458
2.115	34.8249	-0.133667
2.12	34.8249	-0.1828
2.125	34.8249	0.548706
2.13	34.8249	-0.235291
2.135	34.8424	-0.0796509
2.14	34.8598	0.344849
2.145	34.8772	0.58075
2.15	34.8947	-0.709534
2.155	34.8947	0.149231
2.16	34.8947	0.409241
2.165	34.9121	0.071106
2.17	34.9644	-0.305176
2.175	35.0167	0.0299072
2.18	35.0691	-0.0701904
2.185	35.1039	-0.902405
2.19	35.1388	0.635071
2.195	35.1388	-0.19989
2.2	35.1563	0.817566
2.205	35.1563	-0.217896
2.21	35.1563	0.976868
2.215	35.1388	-0.432739
2.22	35.1214	0.0656128
2.225	35.1039	0.344543
2.23	35.0691	0.205078
2.235	35.0342	-0.0921631
2.24	34.9993	-0.447083
2.245	34.9644	1.11603
2.25	34.947	0.0109863
2.255	34.947	-0.385437
2.26	34.9644	-0.0744629
2.265	34.9819	0.121765
2.27	34.9993	0.245667
2.275	35.0167	-1.62842
2.28	34.9993	0.0958252
2.285	34.947	0.0448608
2.29	34.8947	-0.274963
2.295	34.8772	-0.0311279
2.3	34.8772	-0.128174
2.305	34.9121	-0.686951
2.31	34.9295	1.0025
2.315	34.9644	-0.26947
2.32	35.0167	0.628357
2.325	35.0865	0.138855
2.33	35.1563	-0.580139
2.335	35.1911	0.982056
2.34	35.1737	-0.00610352
2.345	35.1214	-0.495911
2.35	35.0516	0.603333
2.355	34.9993	0.686035
2.36	34.9819	-0.158386
2.365	34.9644	-0.654907
2.37	34.9644	-0.85907
2.375	34.9819	0.771484
2.38	35.0167	-0.0570679
2.385	35.0516	-0.729675
2.39	35.1039	0.526428
2.395	35.1214	0.411377
2.4	35.1214	1.07819
2.405	35.1388	-0.022583
2.41	35.1737	1.29303
2.415	35.2086	-0.0546265
2.42	35.2434	-0.0881958
2.425	35.2434	-0.296631
2.43	35.2609	0.102539
2.435	35.2609	-0.10437
2.44	35.2434	0.0564575
2.445	35.226	0.0375366
2.45	35.1911	0.661316
2.455	35.1563	0.286255
2.46	35.1214	-0.973511
2.465	35.1039	-0.00732422
2.47	35.0865	0.290222
2.475	35.0691	-0.194092
2.48	35.0691	-0.849915
2.485	35.0691	0.46936
2.49	35.0865	-0.204163
2.495	35.0865	-0.11261
2.5	35.0865	0.590515
2.505	35.0516	0.648499
2.51	35.0342	-0.0680542
2.515	35.0167	-0.535583
2.52	34.9819	0.782776
2.525	34.9644	0.190735
2.53	34.947	0.830688
2.535	34.9295	-0.860596
2.54	34.9295	-0.200806
2.545	34.9121	-0.228271
2.55	34.9121	-1.62445
2.555	34.8772	0.621033
2.56	34.8598	0.69397
2.565	34.8424	-0.0366211
2.57	34.8075	-0.614014
2.575	34.7726	0.410156
2.58	34.7377	-0.226746
2.585	34.7028	0.644531
2.59	34.668	-0.291748
2.595	34.5982	0.0125122
2.6	34.5459	-0.17334
2.605	34.511	-0.917053
2.61	34.511	0.598755
2.615	34.4936	0.269165
2.62	34.4936	0.0314331
2.625	34.4936	-0.0808716
2.63	34.4761	0.00518799
2.635	34.4413	-0.433655
2.64	34.3541	0.85907
2.645	34.2669	0.0363159
2.65	34.1971	0.255737
2.655	34.1797	-0.168152
2.66	34.1622	-0.0494385
2.665	34.1448	0.378723
2.67	34.1099	0.446167
2.675	34.0751	-0.96283
2.68	34.0227	0.446167
2.685	33.9704	0.45105
2.69	33.9181	-0.744934
2.695	33.8832	-0.171814
2.7	33.8484	-0.384216
2.705	33.8135	0.539856
2.71	33.7786	-0.423584
2.715	33.7437	0.206299
2.72	33.7263	-0.39917
2.725	33.7263	-0.0112915
2.73	33.7263	-0.844727
2.735	33.7437	0.911255
2.74	33.7437	-0.180969
2.745	33.7612	0.0250244
2.75	33.7612	0.791626
2.755	33.7612	-0.83252
2.76	33.7612	0.0259399
2.765	33.7786	0.46814
2.77	33.7786	-0.290833
2.775	33.7612	-0.159302
2.78	33.7612	0.121155
2.785	33.7437	-0.0408936
2.79	33.7437	0.436401
2.795	33.7612	-0.473328
2.8	33.796	-0.0723267
2.805	33.8135	-0.010376
2.81	33.8484	1.20239
2.815	33.8832	-0.543518
2.82	33.9355	-0.308533
2.825	33.9704	-0.803528
2.83	34.0053	0.404663
2.835	34.0402	-0.475159
2.84	34.0751	-0.085144
2.845	34.0925	0.253296
2.85	34.0925	-1.10229
2.855	34.0925	0.779724
2.86	34.1099	0.959778
2.865	34.1274	-0.782776
2.87	34.1274	0.579529
2.875	34.1274	-0.801392
2.88	34.1099	-0.221558
2.885	34.0925	0.377197
2.89	34.0925	0.53833
2.895	34.0925	-0.140381
2.9	34.1099	0.254822
2.905	34.1274	-0.0457764
2.91	34.1274	-0.610657
2.915	34.1448	-0.338135
2.92	34.1622	-0.26123
2.925	34.1622	0.165405
2.93	34.1622	0.722656
2.935	34.1622	0.0357056
2.94	34.1448	-0.116577
2.945	34.1274	-0.380859
2.95	34.0751	-0.293884
2.955	34.0053	1.00861
2.96	33.9355	-0.334778
2.965	33.8832	0.150146
2.97	33.8658	-0.151672
2.975	33.8658	0.135498
2.98	33.8658	-0.489197
2.985	33.8658	0.379944
2.99	33.8658	-0.59967
2.995	33.8658	0.172119
3	33.8658	0.766296
3.005	33.8832	0.332947
3.01	33.8658	-0.175781
3.015	33.8484	-0.694885
3.02	33.796	0.390015
3.025	33.7437	-0.508423
3.03	33.6914	0.500488
3.035	33.674	0.397034
3.04	33.6565	-0.00579834
3.045	33.6565	-0.241394
3.05	33.6391	0.374451
3.055	33.6217	-0.440979
3.06	33.5868	-0.0454712
3.065	33.5519	-1.3736
3.07	33.4821	0.87738
3.075	33.4298	0.271912
3.08	33.3601	-0.730286
3.085	33.3252	0.704041
3.09	33.3078	-1.03058
3.095	33.3078	0.93811
3.1	33.2903	-0.462952
3.105	33.2729	-0.217285
3.11	33.2554	-0.112
3.115	33.238	0.518799
3.12	33.238	-0.299988
3.125	33.238	-1.00555
3.13	33.238	0.333252
3.135	33.2206	0.990601
3.14	33.2206	-0.3479
3.145	33.2031	-0.731506
3.15	33.2031	0.806885
3.155	33.2206	-0.775146
3.16	33.2206	0.552368
3.165	33.2206	0.177917
3.17	33.2206	-0.277405
3.175	33.2206	-0.231934
3.18	33.2206	-0.391846
3.185	33.2031	-0.517273
3.19	33.2031	0.654297
3.195	33.1857	0.223999
3.2	33.1857	-0.60791
3.205	33.1857	-0.0402832
3.21	33.2031	0.323792
3.215	33.2206	-0.209656
3.22	33.238	0.676575
3.225	33.2554	0.184326
3.23	33.2903	-0.50354
3.235	33.3078	0.413513
3.24	33.3426	-1.35071
3.245	33.3601	1.0022
3.25	33.3601	-0.396729
3.255	33.3426	0.169983
3.26	33.3078	-0.280457
3.265	33.2554	-0.0360107
3.27	33.1857	0.0170898
3.275	33.1159	1.04675
3.28	33.0636	-0.440369
3.285	33.0287	0.240173
3.29	33.0287	0.164185
3.295	33.0462	-0.175476
3.3	33.0462	-0.263672
3.305	33.0636	-0.0497437
3.31	33.0636	0.362549
3.315	33.0636	-1.33118
3.32	33.0636	1.00403
3.325	33.0462	-0.123596
3.33	33.0462	-0.0344849
3.335	33.0636	-0.552063
3.34	33.0985	0.953369
3.345	33.1159	0.341492
3.35	33.1159	0.419922
3.355	33.0811	0.0680542
3.36	33.0636	-0.495605
3.365	33.0462	0.245972
3.37	33.0287	-0.314941
3.375	32.9939	-0.793762
3.38	32.9241	-0.570068
3.385	32.8544	0.354614
3.39	32.802	0.0375366
3.395	32.7846	-0.692444
3.4	32.7672	0.673218
3.405	32.7672	-0.203552
3.41	32.7672	-0.228882
3.415	32.7497	-0.151672
3.42	32.7497	-0.555115
3.425	32.7323	0.896301
3.43	32.7323	0.112305
3.435	32.7323	0.278931
3.44	32.7323	-0.276489
3.445	32.7323	-0.0918579
3.45	32.7323	-0.406799
3.455	32.7497	-0.132141
3.46	32.7497	-0.032959
3.465	32.7497	-0.423889
3.47	32.7323	0.585938
3.475	32.7323	-0.300293
3.48	32.7148	0.282898
3.485	32.7148	0.552673
3.49	32.7148	0.188904
3.495	32.6974	-0.578918
3.5	32.6625	-0.0869751
3.505	32.6277	-0.501404
3.51	32.5928	-0.364075
3.515	32.5928	0.918884
3.52	32.5928	-0.122681
3.525	32.5928	-0.0787354
3.53	32.6102	-0.585632
3.535	32.6102	0.345459
3.54	32.6102	-0.0411987
3.545	32.6102	-0.207214
3.55	32.6102	0.00671387
3.555	32.6277	-0.439453
3.56	32.6277	0.0656128
3.565	32.6451	-0.141907
3.57	32.6451	-0.169067
3.575	32.6102	0.597534
3.58	32.5753	-0.417175
3.585	32.523	0.516663
3.59	32.4881	0.153503
3.595	32.4533	-0.478821
3.6	32.4358	-0.0939941
3.605	32.4358	-0.272827
3.61	32.4358	-0.418396
3.615	32.4184	-0.304871
3.62	32.3835	-0.657349
3.625	32.3486	0.697937
3.63	32.3138	0.395508
3.635	32.2789	0.267334
3.64	32.2266	-0.24292
3.645	32.1742	-0.032959
3.65	32.1219	0.369873
3.655	32.0871	-0.484314
3.66	32.0696	0.300598
3.665	32.0522	-0.198059
3.67	32.0522	0.115662
3.675	32.0347	0.453796
3.68	32.0173	-0.507507
3.685	32.0173	-0.122375
3.69	31.9999	0.488281
3.695	31.9824	-0.375671
3.7	31.9824	-0.175781
3.705	31.965	0.308838
3.71	31.9475	-0.192871
3.715	31.9475	-0.3302
3.72	31.9301	0.55481
3.725	31.9127	0.102539
3.73	31.8604	0.0250244
3.735	31.8255	-0.293884
3.74	31.808	-0.523376
3.745	31.7906	0.811768
3.75	31.7732	0.127258
3.755	31.7557	-0.37262
3.76	31.7383	-0.74585
3.765	31.7034	0.523071
3.77	31.6685	0.282288
3.775	31.6336	-0.470886
3.78	31.5988	0.196838
3.785	31.5988	-0.0518799
3.79	31.5813	-0.938721
3.795	31.5639	-0.0500488
3.8	31.529	0.596313
3.805	31.4941	0.2948
3.81	31.4593	-0.0878906
3.815	31.4244	-0.484009
3.82	31.3721	0.21637
3.825	31.3198	-0.492554
3.83	31.2674	-0.211792
3.835	31.2326	0.531006
3.84	31.2151	-0.242004
3.845	31.2151	-0.201416
3.85	31.2326	0.00610352
3.855	31.2326	-0.515747
3.86	31.2326	0.7724
3.865	31.2326	0.339355
3.87	31.2151	0.405579
3.875	31.2151	0.262451
3.88	31.1977	-0.0524902
3.885	31.1977	0.289612
3.89	31.1977	-0.776978
3.895	31.1977	0.13855
3.9	31.1802	0.391541
3.905	31.1279	-1.30737
3.91	31.0756	0.110779
3.915	31.0059	-0.245056
3.92	30.9535	0.456543
3.925	30.9012	0.161438
3.93	30.8315	0.207214
3.935	30.7966	0.620117
3.94	30.7966	0.0137329
3.945	30.7966	-0.0476074
3.95	30.7966	-0.229797
3.955	30.7792	0.36438
3.96	30.7617	0.339355
3.965	30.7268	-0.187683
3.97	30.692	-0.322571
3.975	30.6571	-0.423584
3.98	30.6222	0.327759
3.985	30.5873	-0.140381
3.99	30.535	-0.435791
3.995	30.4827	0.584106
4	30.4304	-0.716858
4.005	30.3955	0.0222778
4.01	30.3781	0.272827
4.015	30.3606	-0.20874
4.02	30.3781	0.313416
4.025	30.3781	-0.13855
4.03	30.3955	-0.17395
4.035	30.3955	-0.202637
4.04	30.3781	-1.18103
4.045	30.3606	1.25122
4.05	30.3258	0.118408
4.055	30.2734	-0.573425
4.06	30.2037	-0.383911
4.065	30.1339	0.38269
4.07	30.0467	0.0442505
4.075	29.9944	-0.625
4.08	29.9421	0.422058
4.085	29.8898	0.500183
4.09	29.8375	-0.0393677
4.095	29.7852	-0.65979
4.1	29.7503	0.354309
4.105	29.7328	0.130615
4.11	29.7154	0.210876
4.115	29.698	-1.21704
4.12	29.6805	0.608521
4.125	29.6631	0.614929
4.13	29.6108	0.327454
4.135	29.5759	0.13031
4.14	29.5585	0.0952148
4.145	29.541	0.0942993
4.15	29.5236	-0.360107
4.155	29.5236	-1.67419
4.16	29.5061	1.17554
4.165	29.4887	0.272522
4.17	29.4887	-0.0964355
4.175	29.5061	0.15625
4.18	29.5236	-0.433655
4.185	29.541	0.233154
4.19	29.541	-0.920715
4.195	29.541	0.118408
4.2	29.5585	-0.65033
4.205	29.5585	0.281982
4.21	29.5585	0.122375
4.215	29.541	0.0683594
4.22	29.5061	-0.316162
4.225	29.4538	0.800171
4.23	29.4015	0.344543
4.235	29.3318	-0.594177
4.24	29.2969	0.116882
4.245	29.2794	-0.437622
4.25	29.262	0.342102
4.255	29.2446	-0.587463
4.26	29.2271	0.98938
4.265	29.2271	0.166931
4.27	29.2446	-0.206299
4.275	29.262	-0.361328
4.28	29.2969	-0.588379
4.285	29.3143	1.21307
4.29	29.3318	0.0201416
4.295	29.3318	0.0402832
4.3	29.3492	-0.560913
4.305	29.3492	0.41626
4.31	29.3318	-0.0900269
4.315	29.3143	-0.320129
4.32	29.3143	0.557861
4.325	29.3318	-0.168457
4.33	29.3318	0.00244141
4.335	29.3143	-0.32074
4.34	29.2969	-0.750732
4.345	29.2794	0.646973
4.35	29.262	0.511475
4.355	29.262	-0.387268
4.36	29.2794	0.123291
4.365	29.3318	-0.159912
4.37	29.3841	0.299072
4.375	29.4364	0.102234
4.38	29.4887	0.017395
4.385	29.5236	-0.00671387
4.39	29.5585	-0.243225
4.395	29.5933	-0.0317383
4.4	29.6108	-0.888062
4.405	29.6282	1.30341
4.41	29.6282	-0.456238
4.415	29.6282	-0.0259399
4.42	29.6282	0.17334
4.425	29.6631	-0.0564575
4.43	29.6805	0.28595
4.435	29.7154	-0.173645
4.44	29.7677	-0.0952148
4.445	29.8375	0.475159
4.45	29.9072	-0.437317
4.455	29.9595	0.341187
4.46	30.0293	-0.0567627
4.465	30.0991	0.603638
4.47	30.1514	-0.0149536
4.475	30.2037	-0.686951
4.48	30.2734	0.505676
4.485	30.3258	0.0933838
4.49	30.3606	-0.279236
4.495	30.3781	0.403137
4.5	30.3955	0.185547
4.505	30.4304	0.163574
4.51	30.4478	-1.11511
4.515	30.4653	0.91156
4.52	30.4653	-0.420837
4.525	30.4827	0.292053
4.53	30.4827	0.192261
4.535	30.5001	-0.772705
4.54	30.535	0.687866
4.545	30.5699	-0.726013
4.55	30.6048	-0.163574
4.555	30.6571	0.2005
4.56	30.692	1.11572
4.565	30.7617	-0.735168
4.57	30.8489	0.410156
4.575	30.9535	-0.857239
4.58	31.0756	0.391846
4.585	31.1802	0.462646
4.59	31.2849	0.274048
4.595	31.3895	-0.735474
4.6	31.4941	0.457458
4.605	31.6162	-0.419617
4.61	31.7208	-0.126648
4.615	31.7906	0.138855
4.62	31.8604	-0.701599
4.625	31.8952	1.10107
4.63	31.9475	-0.754395
4.635	31.9999	-0.624695
4.64	32.0347	0.53833
4.645	32.0696	-0.0836182
4.65	32.0871	-0.0476074
4.655	32.1219	-0.067749
4.66	32.1917	0.955811
4.665	32.2789	-0.336609
4.67	32.4009	-0.227356
4.675	32.5056	-1.22772
4.68	32.5753	0.746765
4.685	32.6277	-0.507507
4.69	32.6451	0.750122
4.695	32.6625	-0.010376
4.7	32.6974	0.570984
4.705	32.7323	0.0601196
4.71	32.802	0.158386
4.715	32.8718	0.569763
4.72	32.9415	0.238953
4.725	32.9939	-0.369568
4.73	32.9939	0.0823975
4.735	32.9764	0.292664
4.74	32.959	0.0137329
4.745	32.9415	-1.97693
