t	Dynamometr	EMG
20.215	22.2517	-0.437622
20.22	22.304	0.385437
20.225	22.3563	-0.203857
20.23	22.4261	-0.324097
20.235	22.4958	0.0439453
20.24	22.5307	0.704956
20.245	22.5481	-0.751038
20.25	22.5481	0.0970459
20.255	22.5481	0.465088
20.26	22.5307	-0.454712
20.265	22.5307	-0.0457764
20.27	22.5307	-0.431824
20.275	22.5133	0.0238037
20.28	22.4784	0.134277
20.285	22.4261	-0.71228
20.29	22.4086	0.369263
20.295	22.4261	0.0454712
20.3	22.4435	0.111694
20.305	22.4435	-0.0973511
20.31	22.4261	0.0253296
20.315	22.3912	-0.0637817
20.32	22.3737	-0.788574
20.325	22.3737	0.457153
20.33	22.3563	1.00647
20.335	22.3563	0.332336
20.34	22.3563	0.00213623
20.345	22.3912	-0.166931
20.35	22.4609	-0.0186157
20.355	22.5656	-0.0350952
20.36	22.6528	-0.371704
20.365	22.7051	-0.0354004
20.37	22.74	0.0497437
20.375	22.74	0.236511
20.38	22.7051	0.367737
20.385	22.6353	-2.17773
20.39	22.5656	1.11176
20.395	22.4958	1.25946
20.4	22.4609	0.45166
20.405	22.4609	-0.0698853
20.41	22.5133	0.209045
20.415	22.583	-0.484009
20.42	22.6876	-0.402222
20.425	22.7748	-0.319824
20.43	22.8271	0.475769
20.435	22.8446	0.243225
20.44	22.8446	-0.0170898
20.445	22.8271	-0.178223
20.45	22.8271	-0.106812
20.455	22.8271	-0.301514
20.46	22.8097	0.484619
20.465	22.7574	-0.761414
20.47	22.6702	1.08582
20.475	22.5656	0.419312
20.48	22.4784	-0.620728
20.485	22.4261	0.234375
20.49	22.3737	0.844421
20.495	22.3563	0.520325
20.5	22.3214	0.0515747
20.505	22.304	0.195007
20.51	22.3214	-0.59967
20.515	22.3389	0.185852
20.52	22.3563	-0.495605
20.525	22.3737	-0.110779
20.53	22.3737	0.895081
20.535	22.3912	0.0585938
20.54	22.4086	0.360413
20.545	22.4086	0.0219727
20.55	22.4086	-0.46875
20.555	22.4086	-0.205688
20.56	22.4086	-0.30304
20.565	22.3912	-0.859375
20.57	22.3737	0.437927
20.575	22.3737	0.467224
20.58	22.3912	0.0238037
20.585	22.4086	-0.14679
20.59	22.4261	-0.0128174
20.595	22.4435	0.153198
20.6	22.4435	-0.0259399
20.605	22.4435	-0.194092
20.61	22.4261	-0.0619507
20.615	22.4086	-0.101318
20.62	22.3563	-0.300598
20.625	22.2691	0.0216675
20.63	22.1645	-0.243835
20.635	22.0598	-0.189819
20.64	21.9727	-0.633545
20.645	21.9552	1.11725
20.65	21.9552	-0.228271
20.655	21.9901	-0.330505
20.66	22.025	0.0662231
20.665	22.0598	0.590515
20.67	22.0947	0.162048
20.675	22.147	-0.0305176
20.68	22.2342	0.0967407
20.685	22.304	-0.0540161
20.69	22.3389	-0.103149
20.695	22.3563	0.0531006
20.7	22.3389	-0.291748
20.705	22.3214	-0.527954
20.71	22.2691	0.338745
20.715	22.2168	-1.29395
20.72	22.147	1.70441
20.725	22.1122	0.317383
20.73	22.0947	-0.110168
20.735	22.0947	0.0134277
20.74	22.1122	-0.393677
20.745	22.1122	-0.111389
20.75	22.0773	0.197754
20.755	22.0598	-0.0671387
20.76	22.025	-0.0274658
20.765	21.9901	0.170288
20.77	21.9552	0.199585
20.775	21.9029	-0.262756
20.78	21.868	-0.0708008
20.785	21.8157	0.107117
20.79	21.746	-0.541687
20.795	21.6762	0.259094
20.8	21.6239	0.383301
20.805	21.6064	-0.715027
20.81	21.589	0.15625
20.815	21.589	-0.0402832
20.82	21.6064	0.364685
20.825	21.6064	0.131226
20.83	21.6064	-0.180664
20.835	21.6064	-0.3479
20.84	21.6239	0.114441
20.845	21.6239	0.0848389
20.85	21.589	-0.226135
20.855	21.5541	0.498962
20.86	21.5018	-0.895996
20.865	21.4669	-0.0537109
20.87	21.4495	0.361633
20.875	21.4495	-1.01929
20.88	21.4321	1.20758
20.885	21.4321	0.299072
20.89	21.4321	0.045166
20.895	21.4321	0.280762
20.9	21.4669	0.294189
20.905	21.4844	0.344238
20.91	21.5193	-0.138245
20.915	21.5541	0.292969
20.92	21.6064	-0.0292969
20.925	21.6239	-0.0106812
20.93	21.6413	0.0167847
20.935	21.6588	-0.0308228
20.94	21.6588	0.0982666
20.945	21.6762	-1.36566
20.95	21.6762	1.01044
20.955	21.6936	-0.00610352
20.96	21.6762	-0.134583
20.965	21.6588	0.513916
20.97	21.6413	-0.130615
20.975	21.6239	0.0234985
20.98	21.6413	-0.398254
20.985	21.6588	0.767212
20.99	21.6936	0.0265503
20.995	21.7111	-0.196838
21	21.7285	0.153503
21.005	21.7111	0.412598
21.01	21.6936	-0.147095
21.015	21.6762	0.834045
21.02	21.6762	0.184937
21.025	21.6936	-0.0775146
21.03	21.746	-0.198975
21.035	21.8157	0.315247
21.04	21.868	-0.57312
21.045	21.9203	0.414429
21.05	21.9552	0.523376
21.055	22.0075	-0.415344
21.06	22.0773	-0.423889
21.065	22.147	0.272217
21.07	22.2168	0.090332
21.075	22.2342	0.0927734
21.08	22.2691	-0.863953
21.085	22.2866	0.352478
21.09	22.304	0.0836182
21.095	22.3214	-0.0708008
21.1	22.304	0.207214
21.105	22.304	0.196228
21.11	22.2866	-0.294495
21.115	22.2517	0.4245
21.12	22.1819	0.0421143
21.125	22.0947	-0.0012207
21.13	22.0075	0.532227
21.135	21.9378	-0.085144
21.14	21.9029	0.765076
21.145	21.8855	0.0653076
21.15	21.8855	0.065918
21.155	21.8855	-0.187683
21.16	21.8855	0.111389
21.165	21.868	-0.226746
21.17	21.8506	0.0387573
21.175	21.8157	0.0854492
21.18	21.7634	0.0875854
21.185	21.7111	0.0485229
21.19	21.6588	-0.514526
21.195	21.6239	0.320129
21.2	21.5716	-0.204773
21.205	21.5367	0.136719
21.21	21.5018	-0.405579
21.215	21.4669	-0.618591
21.22	21.4321	0.542297
21.225	21.3972	0.183411
21.23	21.3972	0.0558472
21.235	21.3972	-0.246887
21.24	21.4146	-0.354614
21.245	21.4146	0.19043
21.25	21.4146	0.168457
21.255	21.3972	-0.592346
21.26	21.3449	0.550537
21.265	21.2751	0.194092
21.27	21.2228	-0.299683
21.275	21.153	0.109558
21.28	21.1182	-0.0881958
21.285	21.0833	0.0964355
21.29	21.0658	-0.282593
21.295	21.0484	-0.0531006
21.3	21.0135	0.0869751
21.305	20.9787	-0.387878
21.31	20.9263	0.0814819
21.315	20.8566	0.180054
21.32	20.7868	-0.235596
21.325	20.7345	-0.0827026
21.33	20.6996	-0.0817871
21.335	20.6648	0.705872
21.34	20.6822	0.535889
21.345	20.7345	0.142212
21.35	20.8217	-0.811157
21.355	20.9089	0.193176
21.36	20.9961	0.184937
21.365	21.0484	0.0671387
21.37	21.0833	0.135803
21.375	21.1182	-0.0518799
21.38	21.1356	0.227966
21.385	21.1356	-0.435181
21.39	21.1356	-0.538025
21.395	21.1182	1.04675
21.4	21.1007	-0.140686
21.405	21.1007	-0.32074
21.41	21.0833	0.139771
21.415	21.0658	0.644531
21.42	21.0484	-0.260315
21.425	21.031	0.372925
21.43	21.031	-0.433044
21.435	21.0484	0.170593
21.44	21.0484	0.0537109
21.445	21.031	-0.693665
21.45	21.0135	0.182495
21.455	20.9787	0.0180054
21.46	20.9612	-0.265503
21.465	20.9263	0.484009
21.47	20.8915	-0.285645
21.475	20.8566	0.243835
21.48	20.8217	-0.735779
21.485	20.7868	0.53894
21.49	20.7694	0.442505
21.495	20.752	0.381775
21.5	20.752	0.303955
21.505	20.7694	0.119934
21.51	20.7868	-0.395813
21.515	20.8217	-0.332947
21.52	20.874	0.377502
21.525	20.9263	-0.212708
21.53	20.9787	0.209045
21.535	20.9961	-0.120544
21.54	21.031	0.270386
21.545	21.0484	-0.248718
21.55	21.0833	-0.0357056
21.555	21.0833	0.108032
21.56	21.1007	-0.290222
21.565	21.0833	0.528564
21.57	21.0658	0.00732422
21.575	21.0658	-0.134277
21.58	21.0658	-0.8255
21.585	21.0658	0.716553
21.59	21.0658	0.313721
21.595	21.031	-0.518799
21.6	20.9961	-0.289307
21.605	20.9787	0.210876
21.61	20.9438	0.129395
21.615	20.8915	-0.47699
21.62	20.874	-0.406494
21.625	20.8566	0.950012
21.63	20.8566	0.372925
21.635	20.8566	0.0262451
21.64	20.874	-0.135193
21.645	20.9438	0.561218
21.65	21.031	0.279236
21.655	21.153	-0.197754
21.66	21.2577	0.154114
21.665	21.3623	-0.507202
21.67	21.4146	0.147705
21.675	21.4495	0.205078
21.68	21.4669	-0.0683594
21.685	21.4844	0.0619507
21.69	21.4669	-0.0576782
21.695	21.4321	-0.141296
21.7	21.3797	-0.0146484
21.705	21.2751	-0.371399
21.71	21.1356	-0.352783
21.715	21.0135	-0.0845337
21.72	20.9089	-0.316162
21.725	20.8217	0.588074
21.73	20.7694	-0.164795
21.735	20.7345	-0.426331
21.74	20.7345	0.41626
21.745	20.7345	0.0662231
21.75	20.7694	-0.0613403
21.755	20.7868	0.0088501
21.76	20.8217	-0.137939
21.765	20.8391	-0.244141
21.77	20.8391	-0.0259399
21.775	20.8566	-0.484924
21.78	20.874	0.419312
21.785	20.8915	0.456543
21.79	20.9089	-0.760498
21.795	20.9089	0.164185
21.8	20.9089	0.777588
21.805	20.9089	-0.167847
21.81	20.9263	0.46051
21.815	20.9612	-0.0485229
21.82	20.9961	-0.24231
21.825	21.0484	-0.314026
21.83	21.0833	0.045166
21.835	21.0833	0.0894165
21.84	21.0833	0.410461
21.845	21.0833	0.262756
21.85	21.0833	-0.39978
21.855	21.1182	0.00640869
21.86	21.153	-0.0466919
21.865	21.1879	-0.0747681
21.87	21.2402	0.0234985
21.875	21.2926	0.544434
21.88	21.3449	0.260315
21.885	21.3623	0.163574
21.89	21.3797	-0.127258
21.895	21.3797	-0.168762
21.9	21.3449	-0.254822
21.905	21.2926	0.729065
21.91	21.2402	-0.152893
21.915	21.1705	0.0268555
21.92	21.1356	-0.0961304
21.925	21.0833	0.464172
21.93	21.0484	-0.795288
21.935	20.9961	0.0314331
21.94	20.9612	0.195313
21.945	20.9612	0.289612
21.95	20.9787	-0.17395
21.955	20.9961	0.0790405
21.96	21.0135	-0.392456
21.965	21.031	0.148926
21.97	21.031	0.467224
21.975	21.031	0.0274658
21.98	20.9961	0.263977
21.985	20.9438	-0.445862
21.99	20.874	-0.841675
21.995	20.8043	0.845642
22	20.7868	0.913696
22.005	20.8043	0.340576
22.01	20.874	0.0585938
22.015	20.9787	-0.0485229
22.02	21.0658	-0.135803
22.025	21.153	-0.524902
22.03	21.2054	0.568848
22.035	21.2577	0.204468
22.04	21.2926	-0.86792
22.045	21.31	-0.0317383
22.05	21.31	-0.718689
22.055	21.3274	0.950012
22.06	21.3274	0.375061
22.065	21.3623	0.0689697
22.07	21.4146	-0.67688
22.075	21.4844	0.301819
22.08	21.5367	0.180359
22.085	21.5716	-0.0704956
22.09	21.589	-0.164185
22.095	21.6064	0.210266
22.1	21.6064	1.15295
22.105	21.6064	-0.943298
22.11	21.6064	-0.0796509
22.115	21.6064	-0.287476
22.12	21.6064	0.109863
22.125	21.589	0.339355
22.13	21.589	0.453491
22.135	21.5716	-0.15686
22.14	21.589	0.635681
22.145	21.6064	-1.24695
22.15	21.6239	0.281982
22.155	21.6413	0.404663
22.16	21.6588	-0.136719
22.165	21.7111	0.067749
22.17	21.7634	0.010376
22.175	21.8157	-0.220032
22.18	21.8506	0.233154
22.185	21.8855	0.00518799
22.19	21.9029	0.493774
22.195	21.9029	-0.961609
22.2	21.9203	0.667419
22.205	21.9378	0.0506592
22.21	21.9552	0.205383
22.215	22.025	0.437012
22.22	22.1122	-0.083313
22.225	22.2342	-0.180969
22.23	22.3389	0.230408
22.235	22.4086	0.163269
22.24	22.4435	0.19989
22.245	22.4609	-0.191345
22.25	22.4784	0.0872803
22.255	22.4784	-0.22522
22.26	22.4609	-0.692444
22.265	22.4261	-0.559387
22.27	22.3737	1.12915
22.275	22.3389	0.387573
22.28	22.3389	0.0164795
22.285	22.3737	-0.232239
22.29	22.4435	0.0164795
22.295	22.5133	0.0363159
22.3	22.5481	-0.0933838
22.305	22.5656	-0.595703
22.31	22.583	-0.24231
22.315	22.583	0.352173
22.32	22.5656	-0.151978
22.325	22.5481	0.588379
22.33	22.5481	-0.0613403
22.335	22.5307	-0.307922
22.34	22.5307	-0.259705
22.345	22.5307	0.254211
22.35	22.5481	0.631409
22.355	22.6004	-0.103455
22.36	22.6702	-0.8255
22.365	22.7748	0.571289
22.37	22.862	-0.0161743
22.375	22.9143	0.159912
22.38	22.9318	-0.101318
22.385	22.9318	-0.213623
22.39	22.9318	0.0360107
22.395	22.8969	-0.206909
22.4	22.862	-0.566406
22.405	22.8446	0.42572
22.41	22.8271	0.500183
22.415	22.8271	0.418701
22.42	22.8446	0.143433
22.425	22.8795	-0.394287
22.43	22.9492	-0.239258
22.435	23.0015	0.349731
22.44	23.0364	-0.29541
22.445	23.0539	-0.154419
22.45	23.0364	-0.137634
22.455	23.019	-0.429077
22.46	23.0015	0.509949
22.465	22.9667	0.702515
22.47	22.9492	-0.59845
22.475	22.9143	0.43457
22.48	22.9143	0.378723
22.485	22.9143	0.0314331
22.49	22.9318	-0.00671387
22.495	22.9492	0.274658
22.5	22.9667	0.331421
22.505	22.9667	0.0466919
22.51	22.9667	-0.0637817
22.515	22.9667	-0.0997925
22.52	22.9667	-0.194092
22.525	22.9492	-0.144653
22.53	22.9318	-0.278015
22.535	22.9143	-0.735168
22.54	22.862	0.356445
22.545	22.8097	0.137329
22.55	22.7574	-0.720215
22.555	22.7051	0.896912
22.56	22.6876	0.163574
22.565	22.7051	-0.272827
22.57	22.7574	-0.215454
22.575	22.8097	0.354309
22.58	22.862	0.170593
22.585	22.8795	0.114136
22.59	22.9143	0.015564
22.595	22.9492	-0.299988
22.6	22.9841	0.22644
22.605	22.9841	-0.128784
22.61	22.9667	0.207825
22.615	22.8969	-1.26038
22.62	22.8271	1.13281
22.625	22.7574	-0.317383
22.63	22.6702	0.68512
22.635	22.6179	0.460815
22.64	22.6004	-0.769348
22.645	22.6179	-0.132751
22.65	22.6702	0.299988
22.655	22.7225	0.0543213
22.66	22.7574	0.0332642
22.665	22.7748	-0.205688
22.67	22.7748	-0.0115967
22.675	22.74	-0.0338745
22.68	22.7051	0.256653
22.685	22.6353	-0.542297
22.69	22.5481	0.341187
22.695	22.4609	0.404968
22.7	22.4086	0.352173
22.705	22.3737	-0.462341
22.71	22.3737	-0.450134
22.715	22.3737	-0.0946045
22.72	22.3737	-0.157471
22.725	22.3737	0.0238037
22.73	22.3563	0.0967407
22.735	22.3389	0.343018
22.74	22.3389	0.362244
22.745	22.3389	-0.322571
22.75	22.3563	0.549927
22.755	22.3912	0.0134277
22.76	22.4261	0.0466919
22.765	22.4784	-0.0762939
22.77	22.5307	-0.223999
22.775	22.5656	0.0448608
22.78	22.5656	0.088501
22.785	22.5656	-0.328064
22.79	22.5656	0.43457
22.795	22.5307	0.379944
22.8	22.4958	0.0848389
22.805	22.4435	-0.67688
22.81	22.3912	-1.09406
22.815	22.3737	0.116272
22.82	22.3737	1.54419
22.825	22.3737	0.220337
22.83	22.3912	0.310059
22.835	22.4435	-0.144958
22.84	22.5133	0.0192261
22.845	22.5656	-0.236206
22.85	22.583	-0.237427
22.855	22.6004	0.210876
22.86	22.583	-0.559998
22.865	22.5656	-0.0308228
22.87	22.5481	-0.0198364
22.875	22.5307	-0.50415
22.88	22.5133	-0.369873
22.885	22.5133	-0.391235
22.89	22.5133	0.744019
22.895	22.5307	0.289612
22.9	22.5656	-0.0415039
22.905	22.6179	0.107117
22.91	22.6528	-0.0457764
22.915	22.7051	0.0344849
22.92	22.7225	0.0115967
22.925	22.7225	-0.776672
22.93	22.6876	0.180054
22.935	22.6179	0.544434
22.94	22.5307	-0.0506592
22.945	22.4261	0.491638
22.95	22.3389	-0.101929
22.955	22.2866	0.340271
22.96	22.2517	-0.0152588
22.965	22.2168	0.489197
22.97	22.1994	-0.12146
22.975	22.1994	-0.124207
22.98	22.2168	-0.151978
22.985	22.2342	-0.178223
22.99	22.2517	-0.205078
22.995	22.2517	0.959167
23	22.2691	-0.626221
23.005	22.2866	0.206604
23.01	22.304	-0.13031
23.015	22.304	0.177307
23.02	22.304	-0.211792
23.025	22.304	-0.0415039
23.03	22.304	-0.413513
23.035	22.3214	0.020752
23.04	22.3214	0.148926
23.045	22.3214	-0.0256348
23.05	22.3214	-0.270386
23.055	22.3389	0.263062
23.06	22.3737	0.0579834
23.065	22.3912	-0.346375
23.07	22.3912	0.0769043
23.075	22.3737	-0.282898
23.08	22.3389	0.30426
23.085	22.2866	-0.840454
23.09	22.2168	0.241089
23.095	22.1819	0.190125
23.1	22.1819	-0.158386
23.105	22.2342	0.61676
23.11	22.304	0.0448608
23.115	22.3737	-0.105591
23.12	22.4435	-0.146484
23.125	22.5307	0.221558
23.13	22.5656	-0.0491333
23.135	22.583	-0.098877
23.14	22.583	-0.0610352
23.145	22.5656	-0.176392
23.15	22.5307	0.00366211
23.155	22.4784	-0.500183
23.16	22.4261	0.386353
23.165	22.3737	-0.241089
23.17	22.3563	0.0643921
23.175	22.3389	0.653992
23.18	22.3214	0.401611
23.185	22.3214	-0.158081
23.19	22.3214	0.0115967
23.195	22.3214	-0.336304
23.2	22.304	-0.180359
23.205	22.2866	0.211487
23.21	22.2866	-0.0216675
23.215	22.2866	-0.153503
23.22	22.2866	0.0128174
23.225	22.2517	-0.571289
23.23	22.1994	-0.381165
23.235	22.1645	0.261536
23.24	22.1296	0.661926
23.245	22.1122	-0.0698853
23.25	22.1122	0.0927734
23.255	22.147	-0.174561
23.26	22.1819	0.122986
23.265	22.2168	0.0256348
23.27	22.2168	-0.148621
23.275	22.2342	-0.111389
23.28	22.2168	-0.413513
23.285	22.1994	0.212708
23.29	22.1819	-0.100708
23.295	22.1296	0.0445557
23.3	22.0598	-0.862122
23.305	21.9901	0.740662
23.31	21.9552	-0.442505
23.315	21.9552	0.551453
23.32	21.9552	-0.45105
23.325	21.9901	0.36499
23.33	22.025	0.698547
23.335	22.0947	0.293884
23.34	22.1819	0.0622559
23.345	22.2691	-0.278015
23.35	22.3389	0.452881
23.355	22.3737	-0.0250244
23.36	22.3912	0.64209
23.365	22.3912	-0.772705
23.37	22.3912	-0.325928
23.375	22.3912	0.413818
23.38	22.3912	-0.599976
23.385	22.3737	-0.52063
23.39	22.3389	-0.550537
23.395	22.304	0.85968
23.4	22.2866	0.0012207
23.405	22.304	0.00213623
23.41	22.3214	-0.0790405
23.415	22.3563	0.204163
23.42	22.3737	-0.808105
23.425	22.3912	0.313416
23.43	22.4086	-0.212402
23.435	22.4261	0.566101
23.44	22.4261	-0.421753
23.445	22.4435	0.115662
23.45	22.4435	-0.200195
23.455	22.4435	0.0210571
23.46	22.4435	-0.39917
23.465	22.4261	0.423889
23.47	22.3737	-0.154419
23.475	22.3389	-0.762024
23.48	22.304	-0.337219
23.485	22.2866	1.15509
23.49	22.2866	0.457458
23.495	22.304	0.123596
23.5	22.3214	-0.125732
23.505	22.3563	-0.10498
23.51	22.3912	0.0814819
23.515	22.4086	-0.260315
23.52	22.3912	0.022583
23.525	22.3563	-0.391235
23.53	22.304	-0.0558472
23.535	22.2691	0.444641
23.54	22.2342	-0.0476074
23.545	22.1819	-0.415955
23.55	22.0947	0.386658
23.555	22.0075	-0.617371
23.56	21.9378	0.317688
23.565	21.9203	-0.248108
23.57	21.9029	0.697021
23.575	21.8855	0.140991
23.58	21.868	0.00457764
23.585	21.8331	-0.159912
23.59	21.7808	-0.0787354
23.595	21.7285	0.0201416
23.6	21.6762	-0.113831
23.605	21.6588	-0.0524902
23.61	21.6588	0.383911
23.615	21.6588	-0.0292969
23.62	21.6588	-0.351868
23.625	21.6588	0.372314
23.63	21.6588	-0.191345
23.635	21.6762	0.209656
23.64	21.6936	-0.487976
23.645	21.7111	0.213013
23.65	21.7111	-0.00823975
23.655	21.6936	-0.360413
23.66	21.6588	0.160217
23.665	21.6239	0.778503
23.67	21.6064	-0.897522
23.675	21.589	0.799866
23.68	21.5716	-0.628662
23.685	21.5367	0.310669
23.69	21.5367	-0.190735
23.695	21.5716	0.189514
23.7	21.589	0.1828
23.705	21.6064	-0.346375
23.71	21.6239	0.370789
23.715	21.6413	0.000915527
23.72	21.6413	-0.0997925
23.725	21.6588	-0.0167847
23.73	21.6762	0.32196
23.735	21.7111	-0.0180054
23.74	21.7111	0.670471
23.745	21.6762	-0.424194
23.75	21.6239	0.00549316
23.755	21.589	0.00793457
23.76	21.589	0.705261
23.765	21.5716	-0.519714
23.77	21.5367	-0.215454
23.775	21.4844	0.327454
23.78	21.4146	-0.74707
23.785	21.3623	0.567322
23.79	21.3449	0.378113
23.795	21.3449	-0.0598145
23.8	21.3623	0.780945
23.805	21.3623	0.0354004
23.81	21.3623	-0.12146
23.815	21.3449	-0.250854
23.82	21.3449	0.168152
23.825	21.3449	0.000915527
23.83	21.3274	-0.0628662
23.835	21.3274	-0.126953
23.84	21.2926	-0.50354
23.845	21.2577	-0.12146
23.85	21.2054	0.797424
23.855	21.1705	-0.0384521
23.86	21.1356	-0.117188
23.865	21.1182	-0.164185
23.87	21.1007	0.545044
23.875	21.1007	-0.387573
23.88	21.1356	-0.444641
23.885	21.153	0.231018
23.89	21.1705	0.27832
23.895	21.1879	-0.117798
23.9	21.2054	-0.0112915
23.905	21.2054	0.0250244
23.91	21.2054	-0.211792
23.915	21.1879	0.19989
23.92	21.153	0.0531006
23.925	21.1007	0.140991
23.93	21.0658	0.0418091
23.935	21.0135	-0.385132
23.94	20.9787	-0.0424194
23.945	20.9438	-0.320435
23.95	20.9263	-0.515747
23.955	20.9089	0.277405
23.96	20.8915	0.0683594
23.965	20.8566	-0.106506
23.97	20.8391	0.196533
23.975	20.8217	0.264893
23.98	20.8217	-0.0588989
23.985	20.8043	0.28595
23.99	20.7694	-0.182495
23.995	20.7345	0.276489
24	20.7171	0.000610352
24.005	20.6822	-0.293884
24.01	20.6473	0.0219727
24.015	20.6124	0.26947
24.02	20.5601	-0.525818
24.025	20.5427	-0.384521
24.03	20.5253	-0.621948
24.035	20.5427	-0.163574
24.04	20.5601	0.178223
24.045	20.5601	0.8255
24.05	20.5427	-0.0170898
24.055	20.5427	-0.0808716
24.06	20.5427	-0.133057
24.065	20.5253	-0.232544
24.07	20.5253	-0.114136
24.075	20.5078	0.0430298
24.08	20.4729	0.328674
24.085	20.4206	-1.29608
24.09	20.3509	1.14502
24.095	20.316	0.763245
24.1	20.316	-0.816956
24.105	20.3683	-0.516357
24.11	20.4904	1.80695
24.115	20.6648	0.0662231
24.12	20.8391	-0.0805664
24.125	20.9961	-0.039978
24.13	21.153	-0.310364
24.135	21.2751	-0.166016
24.14	21.3449	0.386963
24.145	21.3797	-0.726624
24.15	21.3797	-0.308838
24.155	21.3449	0.733337
24.16	21.3274	0.211182
24.165	21.31	-0.0769043
24.17	21.2926	-0.177307
24.175	21.2926	0.365601
24.18	21.31	0.0854492
24.185	21.3449	-0.057373
24.19	21.3623	0.0411987
24.195	21.3623	0.24292
24.2	21.3623	-0.0534058
24.205	21.3972	0.377808
24.21	21.4321	-0.374756
24.215	21.5018	-0.248413
24.22	21.5193	-0.0579834
24.225	21.5367	0.493469
24.23	21.5367	-0.127258
24.235	21.5193	-0.357056
24.24	21.4669	-0.107422
24.245	21.4146	0.527954
24.25	21.3449	-0.153198
24.255	21.31	-0.0115967
24.26	21.2926	-0.0125122
24.265	21.31	0.0363159
24.27	21.3274	0.180969
24.275	21.3623	-0.562744
24.28	21.3972	0.108337
24.285	21.4321	-0.215149
24.29	21.4495	-0.138855
24.295	21.4495	0.0784302
24.3	21.4495	0.410461
24.305	21.4321	0.174255
24.31	21.4146	0.310364
24.315	21.4146	-0.925598
24.32	21.4146	0.256958
24.325	21.3972	-0.0418091
24.33	21.3797	-0.909424
24.335	21.3797	0.404968
24.34	21.3797	0.500793
24.345	21.3797	-0.090332
24.35	21.3797	-0.328674
24.355	21.3972	0.093689
24.36	21.3972	-0.0445557
24.365	21.3797	0.582886
24.37	21.3274	0.230408
24.375	21.31	0.0265503
24.38	21.2751	-0.325012
24.385	21.2577	-0.329285
24.39	21.2402	0.135498
24.395	21.2054	0.140076
24.4	21.1705	0.223389
24.405	21.153	-0.39093
24.41	21.1356	0.06073
24.415	21.153	-0.482788
24.42	21.1705	0.0201416
24.425	21.1879	-0.0714111
24.43	21.2054	0.461426
24.435	21.2228	0.062561
24.44	21.2577	0.0906372
24.445	21.2926	0.179749
24.45	21.3274	-1.0556
24.455	21.3449	0.0732422
24.46	21.3623	0.376282
24.465	21.3797	-0.111389
24.47	21.3972	0.274658
24.475	21.4146	-0.490723
24.48	21.4495	-0.132446
24.485	21.4669	0.549622
24.49	21.4669	0.0177002
24.495	21.4495	0.323181
24.5	21.4321	0.56488
24.505	21.4495	0.627441
24.51	21.4669	-0.388794
24.515	21.5018	-0.0134277
24.52	21.5367	-0.342102
24.525	21.5541	0.483704
24.53	21.589	-0.549316
24.535	21.6239	-0.434875
24.54	21.6588	0.401611
24.545	21.7111	0.114746
24.55	21.7808	-0.180359
24.555	21.8506	0.189514
24.56	21.9029	0.262756
24.565	21.9552	0.310364
24.57	22.025	0.259399
24.575	22.1122	-0.0241089
24.58	22.2517	-0.481262
24.585	22.3563	0.00335693
24.59	22.4435	0.365601
24.595	22.4958	-0.298462
24.6	22.5481	-0.393982
24.605	22.583	-0.385437
24.61	22.6004	0.210876
24.615	22.583	0.594482
24.62	22.5656	-0.00854492
24.625	22.5307	-0.395813
24.63	22.5133	-0.362854
24.635	22.5133	-0.486755
24.64	22.5307	0.842285
24.645	22.5481	0.124817
24.65	22.5656	0.141907
24.655	22.6004	0.19043
24.66	22.6179	-0.392456
24.665	22.6179	0.0201416
24.67	22.6004	-0.718689
24.675	22.583	-0.196838
24.68	22.5481	0.039978
24.685	22.5133	0.171509
24.69	22.4784	-0.108643
24.695	22.4609	-0.32196
24.7	22.4435	-0.0775146
24.705	22.4086	-0.231934
24.71	22.3912	-0.14801
24.715	22.3563	-0.065918
24.72	22.3389	0.0146484
24.725	22.3214	0.888367
24.73	22.2866	0.189819
24.735	22.2691	0.440674
24.74	22.2691	0.248413
24.745	22.2691	0.0213623
24.75	22.2866	-0.0466919
24.755	22.304	-0.0518799
24.76	22.3389	-0.0924683
24.765	22.3563	-0.131836
24.77	22.3563	-0.0778198
24.775	22.3563	-0.806274
24.78	22.304	-0.0857544
24.785	22.2168	-1.49017
24.79	22.1122	1.35132
24.795	22.025	0.0460815
24.8	21.9727	0.506592
24.805	21.9727	-0.355835
24.81	22.0075	0.124512
24.815	22.0598	-0.012207
24.82	22.1296	-0.188599
24.825	22.2168	-0.162659
24.83	22.304	0.0622559
24.835	22.3912	-0.143738
24.84	22.4435	-0.229187
24.845	22.4784	0.581665
24.85	22.5133	-0.526123
24.855	22.5307	-1.24268
24.86	22.5307	0.960693
24.865	22.5481	0.0357056
24.87	22.5656	0.202637
24.875	22.6004	0.0640869
24.88	22.6528	0.356445
24.885	22.7051	-0.375366
24.89	22.7574	-0.298462
24.895	22.8097	0.232239
24.9	22.862	0.495605
24.905	22.8795	-0.393066
24.91	22.9143	-0.379944
24.915	22.9318	-0.486755
24.92	22.9318	-0.36377
24.925	22.9492	-0.0704956
24.93	22.9667	1.04156
24.935	23.0015	-0.264893
24.94	23.0364	-0.378723
24.945	23.0539	0.257874
24.95	23.0887	-0.124512
24.955	23.1062	-0.447388
24.96	23.1585	0.172119
24.965	23.1759	-0.307007
24.97	23.1934	-0.191956
24.975	23.1934	0.440674
24.98	23.1759	0.00244141
24.985	23.1585	-1.13739
24.99	23.1236	-0.179749
24.995	23.0713	0.405273
